"TargetGroup","FirstDose","SecondDose","DoseAdditional1","Population","Denominator","Country","ReportingCountry","minAge","maxAge","ageWidth","YearWeekISO"
"Age60_69",5665,156,0,5367580,582495,"Norway","NO",60,69,10,"2021-W03"
"Age70_79",8270,415,0,5367580,435834,"Norway","NO",70,79,10,"2021-W03"
"Age80+",40868,1338,0,5367580,230710,"Norway","NO",80,100,21,"2021-W03"
"Age0_4",0,0,0,37958138,1921497,"Poland","PL",0,4,5,"2021-W03"
"Age10_14",1,0,0,37958138,1998280,"Poland","PL",10,14,5,"2021-W03"
"Age15_17",395,34,0,37958138,1051166,"Poland","PL",15,17,3,"2021-W03"
"Age18_24",41309,1069,0,37958138,2754264,"Poland","PL",18,24,7,"2021-W03"
"Age25_49",291447,22328,0,37958138,14035724,"Poland","PL",25,49,25,"2021-W03"
"Age5_9",0,0,0,37958138,1942294,"Poland","PL",5,9,5,"2021-W03"
"Age50_59",169045,14958,0,37958138,4606379,"Poland","PL",50,59,10,"2021-W03"
"Age60_69",104371,8153,0,37958138,5179612,"Poland","PL",60,69,10,"2021-W03"
"Age70_79",33790,1620,2,37958138,2783163,"Poland","PL",70,79,10,"2021-W03"
"Age80+",41759,436,1,37958138,1685759,"Poland","PL",80,100,21,"2021-W03"
"Age10_14",5,0,0,10295909,504940,"Portugal","PT",10,14,5,"2021-W03"
"Age15_17",90,1,0,10295909,320065,"Portugal","PT",15,17,3,"2021-W03"
"Age18_24",8580,1267,0,10295909,775701,"Portugal","PT",18,24,7,"2021-W03"
"Age25_49",107357,22691,0,10295909,3360653,"Portugal","PT",25,49,25,"2021-W03"
"Age50_59",45139,6666,0,10295909,1485319,"Portugal","PT",50,59,10,"2021-W03"
"Age60_69",24846,3084,0,10295909,1299674,"Portugal","PT",60,69,10,"2021-W03"
"Age70_79",14854,146,0,10295909,981649,"Portugal","PT",70,79,10,"2021-W03"
"Age80+",57710,269,0,10295909,675863,"Portugal","PT",80,100,21,"2021-W03"
"Age15_17",0,0,0,10327589,345687,"Sweden","SE",15,17,3,"2021-W03"
"Age18_24",6419,71,0,10327589,810921,"Sweden","SE",18,24,7,"2021-W03"
"Age25_49",56058,870,0,10327589,3404540,"Sweden","SE",25,49,25,"2021-W03"
"Age50_59",34595,765,0,10327589,1297863,"Sweden","SE",50,59,10,"2021-W03"
"Age60_69",26135,843,0,10327589,1108438,"Sweden","SE",60,69,10,"2021-W03"
"Age70_79",29118,2071,0,10327589,989013,"Sweden","SE",70,79,10,"2021-W03"
"Age80+",85362,7407,0,10327589,536306,"Sweden","SE",80,100,21,"2021-W03"
"Age<18",10,1,0,2095861,371395,"Slovenia","SI",0,17,18,"2021-W03"
"Age18_24",771,76,0,2095861,141225,"Slovenia","SI",18,24,7,"2021-W03"
"Age25_49",15659,2426,0,2095861,711365,"Slovenia","SI",25,49,25,"2021-W03"
"Age50_59",9366,1874,0,2095861,303125,"Slovenia","SI",50,59,10,"2021-W03"
"Age60_69",4938,1186,0,2095861,278944,"Slovenia","SI",60,69,10,"2021-W03"
"Age70_79",3276,1180,0,2095861,175640,"Slovenia","SI",70,79,10,"2021-W03"
"Age80+",20023,4146,0,2095861,114167,"Slovenia","SI",80,100,21,"2021-W03"
"Age10_14",2,0,0,5457873,279531,"Slovakia","SK",10,14,5,"2021-W03"
"Age15_17",6,0,0,5457873,156256,"Slovakia","SK",15,17,3,"2021-W03"
"Age18_24",4624,55,0,5457873,398739,"Slovakia","SK",18,24,7,"2021-W03"
"Age25_49",48584,1531,0,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W03"
"Age50_59",23643,651,0,5457873,704900,"Slovakia","SK",50,59,10,"2021-W03"
"Age60_69",15497,456,0,5457873,689318,"Slovakia","SK",60,69,10,"2021-W03"
"Age70_79",4171,86,0,5457873,391090,"Slovakia","SK",70,79,10,"2021-W03"
"Age80+",1592,20,0,5457873,184680,"Slovakia","SK",80,100,21,"2021-W03"
"Age0_4",2,1,0,8901064,435835,"Austria","AT",0,4,5,"2021-W04"
"Age10_14",9,0,0,8901064,421998,"Austria","AT",10,14,5,"2021-W04"
"Age15_17",134,26,0,8901064,259561,"Austria","AT",15,17,3,"2021-W04"
"Age18_24",7256,676,0,8901064,696064,"Austria","AT",18,24,7,"2021-W04"
"Age25_49",74722,7412,2,8901064,3006228,"Austria","AT",25,49,25,"2021-W04"
"Age5_9",3,0,0,8901064,425227,"Austria","AT",5,9,5,"2021-W04"
"Age50_59",49708,5155,1,8901064,1396889,"Austria","AT",50,59,10,"2021-W04"
"Age60_69",24340,2571,1,8901064,1016016,"Austria","AT",60,69,10,"2021-W04"
"Age70_79",18312,1765,1,8901064,769199,"Austria","AT",70,79,10,"2021-W04"
"Age80+",67131,4966,1,8901064,474047,"Austria","AT",80,100,21,"2021-W04"
"Age<18",1527,12,0,11522440,2320244,"Belgium","BE",0,17,18,"2021-W04"
"Age18_24",14276,350,0,11522440,930629,"Belgium","BE",18,24,7,"2021-W04"
"Age25_49",89529,4116,0,11522440,3751281,"Belgium","BE",25,49,25,"2021-W04"
"Age50_59",46076,2517,0,11522440,1591660,"Belgium","BE",50,59,10,"2021-W04"
"Age60_69",29258,2200,0,11522440,1347513,"Belgium","BE",60,69,10,"2021-W04"
"Age70_79",28170,3312,0,11522440,924351,"Belgium","BE",70,79,10,"2021-W04"
"Age80+",107963,14145,0,11522440,656762,"Belgium","BE",80,100,21,"2021-W04"
"Age<18",0,0,0,6951482,0,"Bulgaria","BG",0,17,18,"2021-W04"
"Age18_24",320,153,0,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W04"
"Age25_49",8891,4124,0,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W04"
"Age50_59",8707,4244,0,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W04"
"Age60_69",7686,3602,0,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W04"
"Age70_79",2013,830,0,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W04"
"Age80+",413,129,0,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W04"
"Age<18",0,0,0,888005,0,"Cyprus","CY",0,17,18,"2021-W04"
"Age18_24",91,54,0,888005,84850,"Cyprus","CY",18,24,7,"2021-W04"
"Age25_49",2013,1803,0,888005,330295,"Cyprus","CY",25,49,25,"2021-W04"
"Age50_59",1021,833,0,888005,107634,"Cyprus","CY",50,59,10,"2021-W04"
"Age60_69",920,678,0,888005,94714,"Cyprus","CY",60,69,10,"2021-W04"
"Age70_79",672,437,0,888005,66429,"Cyprus","CY",70,79,10,"2021-W04"
"Age80+",12036,1738,0,888005,33530,"Cyprus","CY",80,100,21,"2021-W04"
"Age10_14",2,0,0,10693939,577984,"Czech Republic","CZ",10,14,5,"2021-W04"
"Age15_17",61,7,0,10693939,289263,"Czech Republic","CZ",15,17,3,"2021-W04"
"Age18_24",4722,950,0,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W04"
"Age25_49",75830,20955,0,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W04"
"Age50_59",38279,9253,0,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W04"
"Age60_69",26000,5539,0,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W04"
"Age70_79",15429,1890,0,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W04"
"Age80+",80817,1635,0,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W04"
"Age10_14",1,0,0,5822763,338629,"Denmark","DK",10,14,5,"2021-W04"
"Age15_17",31,9,0,5822763,203020,"Denmark","DK",15,17,3,"2021-W04"
"Age18_24",3901,1756,0,5822763,522153,"Denmark","DK",18,24,7,"2021-W04"
"Age25_49",52246,24312,0,5822763,1843666,"Denmark","DK",25,49,25,"2021-W04"
"Age50_59",30889,15882,0,5822763,800444,"Denmark","DK",50,59,10,"2021-W04"
"Age60_69",27280,13303,0,5822763,663646,"Denmark","DK",60,69,10,"2021-W04"
"Age70_79",19525,7821,0,5822763,564390,"Denmark","DK",70,79,10,"2021-W04"
"Age80+",38117,18452,0,5822763,272326,"Denmark","DK",80,100,21,"2021-W04"
"Age<18",0,0,0,1328976,0,"Estonia","EE",0,17,18,"2021-W04"
"Age18_24",1107,487,0,1328976,87626,"Estonia","EE",18,24,7,"2021-W04"
"Age25_49",9817,4740,1,1328976,460829,"Estonia","EE",25,49,25,"2021-W04"
"Age50_59",5835,2505,0,1328976,171453,"Estonia","EE",50,59,10,"2021-W04"
"Age60_69",5165,2029,0,1328976,163237,"Estonia","EE",60,69,10,"2021-W04"
"Age70_79",2522,585,2,1328976,111342,"Estonia","EE",70,79,10,"2021-W04"
"Age80+",3625,193,0,1328976,77445,"Estonia","EE",80,100,21,"2021-W04"
"Age0_4",0,0,0,10718565,461955,"Greece","EL",0,4,5,"2021-W04"
"Age10_14",0,0,0,10718565,553606,"Greece","EL",10,14,5,"2021-W04"
"Age15_17",2,0,0,10718565,326859,"Greece","EL",15,17,3,"2021-W04"
"Age18_24",1326,125,0,10718565,782452,"Greece","EL",18,24,7,"2021-W04"
"Age25_49",59915,19435,0,10718565,3497414,"Greece","EL",25,49,25,"2021-W04"
"Age5_9",1,0,0,10718565,511958,"Greece","EL",5,9,5,"2021-W04"
"Age50_59",36849,13694,0,10718565,1515472,"Greece","EL",50,59,10,"2021-W04"
"Age60_69",14621,5236,0,10718565,1291651,"Greece","EL",60,69,10,"2021-W04"
"Age70_79",4081,152,0,10718565,1003958,"Greece","EL",70,79,10,"2021-W04"
"Age80+",118719,410,0,10718565,773240,"Greece","EL",80,100,21,"2021-W04"
"Age0_4",9,2,0,47332614,2011885,"Spain","ES",0,4,5,"2021-W04"
"Age10_14",21,2,0,47332614,2535060,"Spain","ES",10,14,5,"2021-W04"
"Age15_17",181,16,0,47332614,1448603,"Spain","ES",15,17,3,"2021-W04"
"Age18_24",37958,7883,0,47332614,3303575,"Spain","ES",18,24,7,"2021-W04"
"Age25_49",514455,117401,0,47332614,16481919,"Spain","ES",25,49,25,"2021-W04"
"Age5_9",8,0,0,47332614,2330208,"Spain","ES",5,9,5,"2021-W04"
"Age50_59",277871,65715,0,47332614,7035203,"Spain","ES",50,59,10,"2021-W04"
"Age60_69",157385,39970,0,47332614,5350604,"Spain","ES",60,69,10,"2021-W04"
"Age70_79",50677,25272,0,47332614,3984504,"Spain","ES",70,79,10,"2021-W04"
"Age80+",229506,121919,0,47332614,2851053,"Spain","ES",80,100,21,"2021-W04"
"Age0_4",0,0,0,5525292,255924,"Finland","FI",0,4,5,"2021-W04"
"Age10_14",0,0,0,5525292,308825,"Finland","FI",10,14,5,"2021-W04"
"Age15_17",185,4,0,5525292,178021,"Finland","FI",15,17,3,"2021-W04"
"Age18_24",5301,661,0,5525292,432594,"Finland","FI",18,24,7,"2021-W04"
"Age25_49",52231,11475,0,5525292,1728083,"Finland","FI",25,49,25,"2021-W04"
"Age5_9",0,0,0,5525292,306287,"Finland","FI",5,9,5,"2021-W04"
"Age50_59",26841,4452,0,5525292,724665,"Finland","FI",50,59,10,"2021-W04"
"Age60_69",15668,1941,0,5525292,716579,"Finland","FI",60,69,10,"2021-W04"
"Age70_79",12243,310,0,5525292,561908,"Finland","FI",70,79,10,"2021-W04"
"Age80+",44755,839,0,5525292,312406,"Finland","FI",80,100,21,"2021-W04"
"Age<18",490,4,0,67320216,14540168,"France","FR",0,17,18,"2021-W04"
"Age18_24",9869,181,0,67320216,5444270,"France","FR",18,24,7,"2021-W04"
"Age25_49",180347,5858,0,67320216,20684932,"France","FR",25,49,25,"2021-W04"
"Age50_59",285873,18020,0,67320216,8805539,"France","FR",50,59,10,"2021-W04"
"Age60_69",179806,9956,0,67320216,8007585,"France","FR",60,69,10,"2021-W04"
"Age70_79",397639,4327,0,67320216,5692912,"France","FR",70,79,10,"2021-W04"
"Age80+",617739,9930,0,67320216,4144810,"France","FR",80,100,21,"2021-W04"
"Age0_4",0,0,0,4058165,182408,"Croatia","HR",0,4,5,"2021-W04"
"Age10_14",3,2,0,4058165,202389,"Croatia","HR",10,14,5,"2021-W04"
"Age15_17",22,5,0,4058165,115854,"Croatia","HR",15,17,3,"2021-W04"
"Age18_24",1218,423,0,4058165,321108,"Croatia","HR",18,24,7,"2021-W04"
"Age25_49",20952,8137,1,4058165,1319478,"Croatia","HR",25,49,25,"2021-W04"
"Age5_9",1,0,0,4058165,196674,"Croatia","HR",5,9,5,"2021-W04"
"Age50_59",13693,5158,0,4058165,570899,"Croatia","HR",50,59,10,"2021-W04"
"Age60_69",9972,3561,0,4058165,562891,"Croatia","HR",60,69,10,"2021-W04"
"Age70_79",7639,3062,0,4058165,364156,"Croatia","HR",70,79,10,"2021-W04"
"Age80+",11900,6574,0,4058165,222308,"Croatia","HR",80,100,21,"2021-W04"
"Age<18",0,0,0,9769526,0,"Hungary","HU",0,17,18,"2021-W04"
"Age18_24",11841,2212,0,9769526,741094,"Hungary","HU",18,24,7,"2021-W04"
"Age25_49",91580,30849,0,9769526,3490565,"Hungary","HU",25,49,25,"2021-W04"
"Age50_59",52713,17983,0,9769526,1235206,"Hungary","HU",50,59,10,"2021-W04"
"Age60_69",35457,10675,0,9769526,1295058,"Hungary","HU",60,69,10,"2021-W04"
"Age70_79",19930,4544,0,9769526,859765,"Hungary","HU",70,79,10,"2021-W04"
"Age80+",22507,2728,0,9769526,438790,"Hungary","HU",80,100,21,"2021-W04"
"Age10_14",7,8,0,4964440,348422,"Ireland","IE",10,14,5,"2021-W04"
"Age15_17",44,5,6,4964440,195570,"Ireland","IE",15,17,3,"2021-W04"
"Age18_24",7451,2621,30,4964440,433572,"Ireland","IE",18,24,7,"2021-W04"
"Age25_49",75668,31026,78,4964440,1749671,"Ireland","IE",25,49,25,"2021-W04"
"Age5_9",4,1,0,4964440,346162,"Ireland","IE",5,9,5,"2021-W04"
"Age50_59",31241,11156,24,4964440,606007,"Ireland","IE",50,59,10,"2021-W04"
"Age60_69",16738,4537,11,4964440,480682,"Ireland","IE",60,69,10,"2021-W04"
"Age70_79",7174,414,10,4964440,322167,"Ireland","IE",70,79,10,"2021-W04"
"Age80+",17781,756,9,4964440,170706,"Ireland","IE",80,100,21,"2021-W04"
"Age0_4",0,0,0,364134,21362,"Iceland","IS",0,4,5,"2021-W04"
"Age10_14",1,0,0,364134,23630,"Iceland","IS",10,14,5,"2021-W04"
"Age15_17",8,3,0,364134,13145,"Iceland","IS",15,17,3,"2021-W04"
"Age18_24",269,91,0,364134,34868,"Iceland","IS",18,24,7,"2021-W04"
"Age25_49",2659,1082,0,364134,131004,"Iceland","IS",25,49,25,"2021-W04"
"Age5_9",0,0,0,364134,23227,"Iceland","IS",5,9,5,"2021-W04"
"Age50_59",903,361,0,364134,43992,"Iceland","IS",50,59,10,"2021-W04"
"Age60_69",1087,480,0,364134,37414,"Iceland","IS",60,69,10,"2021-W04"
"Age70_79",1371,528,0,364134,22890,"Iceland","IS",70,79,10,"2021-W04"
"Age80+",4469,2286,0,364134,12602,"Iceland","IS",80,100,21,"2021-W04"
"Age<18",195,33,0,59641488,9433159,"Italy","IT",0,17,18,"2021-W04"
"Age18_24",42294,13366,0,59641488,4121339,"Italy","IT",18,24,7,"2021-W04"
"Age25_49",569576,288127,0,59641488,18920355,"Italy","IT",25,49,25,"2021-W04"
"Age50_59",352517,180203,0,59641488,9414195,"Italy","IT",50,59,10,"2021-W04"
"Age60_69",217710,114443,0,59641488,7364364,"Italy","IT",60,69,10,"2021-W04"
"Age70_79",52720,15234,0,59641488,5968373,"Italy","IT",70,79,10,"2021-W04"
"Age80+",139530,29753,0,59641488,4419703,"Italy","IT",80,100,21,"2021-W04"
"Age0_4",0,0,0,2794090,145590,"Lithuania","LT",0,4,5,"2021-W04"
"Age10_14",0,0,0,2794090,132642,"Lithuania","LT",10,14,5,"2021-W04"
"Age15_17",161,1,0,2794090,76077,"Lithuania","LT",15,17,3,"2021-W04"
"Age18_24",2466,656,0,2794090,209209,"Lithuania","LT",18,24,7,"2021-W04"
"Age25_49",27243,8983,0,2794090,914337,"Lithuania","LT",25,49,25,"2021-W04"
"Age5_9",0,0,0,2794090,144512,"Lithuania","LT",5,9,5,"2021-W04"
"Age50_59",19881,6861,0,2794090,419039,"Lithuania","LT",50,59,10,"2021-W04"
"Age60_69",14208,4431,0,2794090,351248,"Lithuania","LT",60,69,10,"2021-W04"
"Age70_79",3655,548,0,2794090,236890,"Lithuania","LT",70,79,10,"2021-W04"
"Age80+",4838,128,0,2794090,164546,"Lithuania","LT",80,100,21,"2021-W04"
"Age10_14",0,0,0,626108,33101,"Luxembourg","LU",10,14,5,"2021-W04"
"Age15_17",1,0,0,626108,19462,"Luxembourg","LU",15,17,3,"2021-W04"
"Age18_24",199,10,0,626108,52409,"Luxembourg","LU",18,24,7,"2021-W04"
"Age25_49",3196,466,0,626108,239349,"Luxembourg","LU",25,49,25,"2021-W04"
"Age5_9",0,0,0,626108,33994,"Luxembourg","LU",5,9,5,"2021-W04"
"Age50_59",1554,255,0,626108,89549,"Luxembourg","LU",50,59,10,"2021-W04"
"Age60_69",617,134,1,626108,61985,"Luxembourg","LU",60,69,10,"2021-W04"
"Age70_79",372,76,0,626108,38352,"Luxembourg","LU",70,79,10,"2021-W04"
"Age80+",1509,321,0,626108,24925,"Luxembourg","LU",80,100,21,"2021-W04"
"Age10_14",0,0,0,1907675,102501,"Latvia","LV",10,14,5,"2021-W04"
"Age15_17",4,0,0,1907675,54269,"Latvia","LV",15,17,3,"2021-W04"
"Age18_24",908,345,0,1907675,119249,"Latvia","LV",18,24,7,"2021-W04"
"Age25_49",8007,3322,0,1907675,639712,"Latvia","LV",25,49,25,"2021-W04"
"Age50_59",4391,1698,0,1907675,265997,"Latvia","LV",50,59,10,"2021-W04"
"Age60_69",3175,1148,0,1907675,241651,"Latvia","LV",60,69,10,"2021-W04"
"Age70_79",653,196,0,1907675,170557,"Latvia","LV",70,79,10,"2021-W04"
"Age80+",93,17,0,1907675,111052,"Latvia","LV",80,100,21,"2021-W04"
"Age<18",4,0,0,514564,81948,"Malta","MT",0,17,18,"2021-W04"
"Age18_24",656,170,0,514564,42136,"Malta","MT",18,24,7,"2021-W04"
"Age25_49",7671,2367,0,514564,205154,"Malta","MT",25,49,25,"2021-W04"
"Age50_59",3379,1000,0,514564,59168,"Malta","MT",50,59,10,"2021-W04"
"Age60_69",1546,440,0,514564,59551,"Malta","MT",60,69,10,"2021-W04"
"Age70_79",942,149,0,514564,44918,"Malta","MT",70,79,10,"2021-W04"
"Age80+",7764,454,0,514564,21689,"Malta","MT",80,100,21,"2021-W04"
"Age<18",40,2,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W04"
"Age18_24",2001,77,0,5367580,470970,"Norway","NO",18,24,7,"2021-W04"
"Age25_49",23392,1007,0,5367580,1825133,"Norway","NO",25,49,25,"2021-W04"
"Age50_59",9150,641,0,5367580,703830,"Norway","NO",50,59,10,"2021-W04"
"Age60_69",7179,1392,0,5367580,582495,"Norway","NO",60,69,10,"2021-W04"
"Age70_79",9712,3714,0,5367580,435834,"Norway","NO",70,79,10,"2021-W04"
"Age80+",59915,14686,0,5367580,230710,"Norway","NO",80,100,21,"2021-W04"
"Age0_4",0,0,0,37958138,1921497,"Poland","PL",0,4,5,"2021-W04"
"Age10_14",2,0,0,37958138,1998280,"Poland","PL",10,14,5,"2021-W04"
"Age15_17",439,142,0,37958138,1051166,"Poland","PL",15,17,3,"2021-W04"
"Age18_24",50676,7879,0,37958138,2754264,"Poland","PL",18,24,7,"2021-W04"
"Age25_49",343362,93492,1,37958138,14035724,"Poland","PL",25,49,25,"2021-W04"
"Age5_9",0,0,0,37958138,1942294,"Poland","PL",5,9,5,"2021-W04"
"Age50_59",193080,60387,0,37958138,4606379,"Poland","PL",50,59,10,"2021-W04"
"Age60_69",121438,33194,0,37958138,5179612,"Poland","PL",60,69,10,"2021-W04"
"Age70_79",68343,6734,2,37958138,2783163,"Poland","PL",70,79,10,"2021-W04"
"Age80+",223031,2117,2,37958138,1685759,"Poland","PL",80,100,21,"2021-W04"
"Age10_14",6,0,0,10295909,504940,"Portugal","PT",10,14,5,"2021-W04"
"Age15_17",106,4,0,10295909,320065,"Portugal","PT",15,17,3,"2021-W04"
"Age18_24",9995,2913,0,10295909,775701,"Portugal","PT",18,24,7,"2021-W04"
"Age25_49",123309,48994,0,10295909,3360653,"Portugal","PT",25,49,25,"2021-W04"
"Age50_59",52890,15821,0,10295909,1485319,"Portugal","PT",50,59,10,"2021-W04"
"Age60_69",30243,7601,0,10295909,1299674,"Portugal","PT",60,69,10,"2021-W04"
"Age70_79",19357,1080,0,10295909,981649,"Portugal","PT",70,79,10,"2021-W04"
"Age80+",65144,3672,0,10295909,675863,"Portugal","PT",80,100,21,"2021-W04"
"Age15_17",0,0,0,10327589,345687,"Sweden","SE",15,17,3,"2021-W04"
"Age18_24",9155,283,0,10327589,810921,"Sweden","SE",18,24,7,"2021-W04"
"Age25_49",74913,3303,0,10327589,3404540,"Sweden","SE",25,49,25,"2021-W04"
"Age50_59",46154,2761,0,10327589,1297863,"Sweden","SE",50,59,10,"2021-W04"
"Age60_69",34505,2996,0,10327589,1108438,"Sweden","SE",60,69,10,"2021-W04"
"Age70_79",35850,6741,0,10327589,989013,"Sweden","SE",70,79,10,"2021-W04"
"Age80+",101847,22641,0,10327589,536306,"Sweden","SE",80,100,21,"2021-W04"
"Age<18",12,6,0,2095861,371395,"Slovenia","SI",0,17,18,"2021-W04"
"Age18_24",842,399,0,2095861,141225,"Slovenia","SI",18,24,7,"2021-W04"
"Age25_49",16200,10411,0,2095861,711365,"Slovenia","SI",25,49,25,"2021-W04"
"Age50_59",9611,6462,0,2095861,303125,"Slovenia","SI",50,59,10,"2021-W04"
"Age60_69",5059,3420,0,2095861,278944,"Slovenia","SI",60,69,10,"2021-W04"
"Age70_79",3348,1954,0,2095861,175640,"Slovenia","SI",70,79,10,"2021-W04"
"Age80+",20394,4826,0,2095861,114167,"Slovenia","SI",80,100,21,"2021-W04"
"Age10_14",2,0,0,5457873,279531,"Slovakia","SK",10,14,5,"2021-W04"
"Age15_17",7,0,0,5457873,156256,"Slovakia","SK",15,17,3,"2021-W04"
"Age18_24",6303,252,0,5457873,398739,"Slovakia","SK",18,24,7,"2021-W04"
"Age25_49",57213,4999,0,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W04"
"Age50_59",27570,2416,0,5457873,704900,"Slovakia","SK",50,59,10,"2021-W04"
"Age60_69",19179,1621,0,5457873,689318,"Slovakia","SK",60,69,10,"2021-W04"
"Age70_79",11165,398,0,5457873,391090,"Slovakia","SK",70,79,10,"2021-W04"
"Age80+",16749,81,0,5457873,184680,"Slovakia","SK",80,100,21,"2021-W04"
"Age0_4",2,1,0,8901064,435835,"Austria","AT",0,4,5,"2021-W05"
"Age10_14",11,6,0,8901064,421998,"Austria","AT",10,14,5,"2021-W05"
"Age15_17",153,81,0,8901064,259561,"Austria","AT",15,17,3,"2021-W05"
"Age18_24",8084,2842,0,8901064,696064,"Austria","AT",18,24,7,"2021-W05"
"Age25_49",81154,32226,3,8901064,3006228,"Austria","AT",25,49,25,"2021-W05"
"Age5_9",3,1,0,8901064,425227,"Austria","AT",5,9,5,"2021-W05"
"Age50_59",54084,22553,3,8901064,1396889,"Austria","AT",50,59,10,"2021-W05"
"Age60_69",26269,11604,4,8901064,1016016,"Austria","AT",60,69,10,"2021-W05"
"Age70_79",19500,8426,5,8901064,769199,"Austria","AT",70,79,10,"2021-W05"
"Age80+",70947,24355,12,8901064,474047,"Austria","AT",80,100,21,"2021-W05"
"Age<18",1700,91,0,11522440,2320244,"Belgium","BE",0,17,18,"2021-W05"
"Age18_24",17010,2121,0,11522440,930629,"Belgium","BE",18,24,7,"2021-W05"
"Age25_49",109789,19214,0,11522440,3751281,"Belgium","BE",25,49,25,"2021-W05"
"Age50_59",55697,11679,0,11522440,1591660,"Belgium","BE",50,59,10,"2021-W05"
"Age60_69",34435,9340,0,11522440,1347513,"Belgium","BE",60,69,10,"2021-W05"
"Age70_79",30277,13978,0,11522440,924351,"Belgium","BE",70,79,10,"2021-W05"
"Age80+",112114,65639,0,11522440,656762,"Belgium","BE",80,100,21,"2021-W05"
"Age<18",0,0,0,6951482,0,"Bulgaria","BG",0,17,18,"2021-W05"
"Age18_24",423,197,0,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W05"
"Age25_49",12367,5412,0,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W05"
"Age50_59",12283,5649,0,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W05"
"Age60_69",10581,4823,0,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W05"
"Age70_79",2946,1133,0,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W05"
"Age80+",1033,176,0,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W05"
"Age<18",0,0,0,888005,0,"Cyprus","CY",0,17,18,"2021-W05"
"Age18_24",107,70,0,888005,84850,"Cyprus","CY",18,24,7,"2021-W05"
"Age25_49",2245,2451,0,888005,330295,"Cyprus","CY",25,49,25,"2021-W05"
"Age50_59",1144,1160,0,888005,107634,"Cyprus","CY",50,59,10,"2021-W05"
"Age60_69",1023,969,0,888005,94714,"Cyprus","CY",60,69,10,"2021-W05"
"Age70_79",856,561,0,888005,66429,"Cyprus","CY",70,79,10,"2021-W05"
"Age80+",14816,4662,0,888005,33530,"Cyprus","CY",80,100,21,"2021-W05"
"Age10_14",2,0,0,10693939,577984,"Czech Republic","CZ",10,14,5,"2021-W05"
"Age15_17",65,18,0,10693939,289263,"Czech Republic","CZ",15,17,3,"2021-W05"
"Age18_24",5017,2452,0,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W05"
"Age25_49",79410,45385,0,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W05"
"Age50_59",40217,21298,0,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W05"
"Age60_69",27579,13326,0,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W05"
"Age70_79",16791,6075,0,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W05"
"Age80+",96686,9433,0,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W05"
"Age10_14",1,0,0,5822763,338629,"Denmark","DK",10,14,5,"2021-W05"
"Age15_17",37,14,0,5822763,203020,"Denmark","DK",15,17,3,"2021-W05"
"Age18_24",4086,2716,0,5822763,522153,"Denmark","DK",18,24,7,"2021-W05"
"Age25_49",53753,38167,1,5822763,1843666,"Denmark","DK",25,49,25,"2021-W05"
"Age50_59",31701,23871,0,5822763,800444,"Denmark","DK",50,59,10,"2021-W05"
"Age60_69",28135,21136,0,5822763,663646,"Denmark","DK",60,69,10,"2021-W05"
"Age70_79",20865,14532,0,5822763,564390,"Denmark","DK",70,79,10,"2021-W05"
"Age80+",42960,30213,0,5822763,272326,"Denmark","DK",80,100,21,"2021-W05"
"Age<18",0,0,0,1328976,0,"Estonia","EE",0,17,18,"2021-W05"
"Age18_24",1330,785,0,1328976,87626,"Estonia","EE",18,24,7,"2021-W05"
"Age25_49",11701,7066,1,1328976,460829,"Estonia","EE",25,49,25,"2021-W05"
"Age50_59",7004,3985,1,1328976,171453,"Estonia","EE",50,59,10,"2021-W05"
"Age60_69",6184,3469,1,1328976,163237,"Estonia","EE",60,69,10,"2021-W05"
"Age70_79",3684,1288,2,1328976,111342,"Estonia","EE",70,79,10,"2021-W05"
"Age80+",5792,1213,0,1328976,77445,"Estonia","EE",80,100,21,"2021-W05"
"Age0_4",0,0,0,10718565,461955,"Greece","EL",0,4,5,"2021-W05"
"Age10_14",0,0,0,10718565,553606,"Greece","EL",10,14,5,"2021-W05"
