"TargetGroup","FirstDose","SecondDose","Population","Denominator","Country","ReportingCountry","minAge","maxAge","ageWidth","YearWeekISO"
"Age80+",19851,5847,4964440,170706,"Ireland","IE",80,100,21,"2021-W06"
"Age<18",0,0,364134,81364,"Iceland","IS",0,17,18,"2021-W06"
"Age18_24",754,172,364134,34868,"Iceland","IS",18,24,7,"2021-W06"
"Age25_49",3650,1692,364134,131004,"Iceland","IS",25,49,25,"2021-W06"
"Age50_59",1327,500,364134,43992,"Iceland","IS",50,59,10,"2021-W06"
"Age60_69",1310,581,364134,37414,"Iceland","IS",60,69,10,"2021-W06"
"Age70_79",1557,569,364134,22890,"Iceland","IS",70,79,10,"2021-W06"
"Age80+",5529,2243,364134,12602,"Iceland","IS",80,100,21,"2021-W06"
"Age<18",268,134,59641488,9433159,"Italy","IT",0,17,18,"2021-W06"
"Age18_24",59886,40105,59641488,4121339,"Italy","IT",18,24,7,"2021-W06"
"Age25_49",709699,550984,59641488,18920355,"Italy","IT",25,49,25,"2021-W06"
"Age50_59",420683,342243,59641488,9414195,"Italy","IT",50,59,10,"2021-W06"
"Age60_69",261460,212287,59641488,7364364,"Italy","IT",60,69,10,"2021-W06"
"Age70_79",71177,47972,59641488,5968373,"Italy","IT",70,79,10,"2021-W06"
"Age80+",219801,121283,59641488,4419703,"Italy","IT",80,100,21,"2021-W06"
"Age<18",175,121,2794090,498821,"Lithuania","LT",0,17,18,"2021-W06"
"Age18_24",3304,1554,2794090,209209,"Lithuania","LT",18,24,7,"2021-W06"
"Age25_49",37602,19947,2794090,914337,"Lithuania","LT",25,49,25,"2021-W06"
"Age50_59",28187,15791,2794090,419039,"Lithuania","LT",50,59,10,"2021-W06"
"Age60_69",19846,11358,2794090,351248,"Lithuania","LT",60,69,10,"2021-W06"
"Age70_79",4502,2938,2794090,236890,"Lithuania","LT",70,79,10,"2021-W06"
"Age80+",5987,3607,2794090,164546,"Lithuania","LT",80,100,21,"2021-W06"
"Age<18",0,0,626108,119539,"Luxembourg","LU",0,17,18,"2021-W06"
"Age18_24",460,113,626108,52409,"Luxembourg","LU",18,24,7,"2021-W06"
"Age25_49",5252,1723,626108,239349,"Luxembourg","LU",25,49,25,"2021-W06"
"Age50_59",2336,778,626108,89549,"Luxembourg","LU",50,59,10,"2021-W06"
"Age60_69",866,303,626108,61985,"Luxembourg","LU",60,69,10,"2021-W06"
"Age70_79",617,176,626108,38352,"Luxembourg","LU",70,79,10,"2021-W06"
"Age80+",2637,815,626108,24925,"Luxembourg","LU",80,100,21,"2021-W06"
"Age<18",6,0,1907675,359457,"Latvia","LV",0,17,18,"2021-W06"
"Age18_24",1176,839,1907675,119249,"Latvia","LV",18,24,7,"2021-W06"
"Age25_49",9553,7616,1907675,639712,"Latvia","LV",25,49,25,"2021-W06"
"Age50_59",5345,4173,1907675,265997,"Latvia","LV",50,59,10,"2021-W06"
"Age60_69",4012,3046,1907675,241651,"Latvia","LV",60,69,10,"2021-W06"
"Age70_79",935,619,1907675,170557,"Latvia","LV",70,79,10,"2021-W06"
"Age80+",293,89,1907675,111052,"Latvia","LV",80,100,21,"2021-W06"
"Age<18",0,0,514564,81948,"Malta","MT",0,17,18,"2021-W06"
"Age18_24",1608,692,514564,42136,"Malta","MT",18,24,7,"2021-W06"
"Age25_49",18532,2431,514564,205154,"Malta","MT",25,49,25,"2021-W06"
"Age50_59",9011,2280,514564,59168,"Malta","MT",50,59,10,"2021-W06"
"Age60_69",2134,897,514564,59551,"Malta","MT",60,69,10,"2021-W06"
"Age70_79",1482,650,514564,44918,"Malta","MT",70,79,10,"2021-W06"
"Age80+",14862,5936,514564,21689,"Malta","MT",80,100,21,"2021-W06"
"Age<18",0,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W06"
"Age18_24",2060,870,5367580,470970,"Norway","NO",18,24,7,"2021-W06"
"Age25_49",24504,15627,5367580,1825133,"Norway","NO",25,49,25,"2021-W06"
"Age50_59",10501,6028,5367580,703830,"Norway","NO",50,59,10,"2021-W06"
"Age60_69",6946,4842,5367580,582495,"Norway","NO",60,69,10,"2021-W06"
"Age70_79",20812,7026,5367580,435834,"Norway","NO",70,79,10,"2021-W06"
"Age80+",162757,35065,5367580,230710,"Norway","NO",80,100,21,"2021-W06"
"Age<18",0,0,37958138,6913237,"Poland","PL",0,17,18,"2021-W06"
"Age18_24",57622,38042,37958138,2754264,"Poland","PL",18,24,7,"2021-W06"
"Age25_49",388031,280596,37958138,14035724,"Poland","PL",25,49,25,"2021-W06"
"Age50_59",213837,163925,37958138,4606379,"Poland","PL",50,59,10,"2021-W06"
"Age60_69",145104,101889,37958138,5179612,"Poland","PL",60,69,10,"2021-W06"
"Age70_79",235755,32522,37958138,2783163,"Poland","PL",70,79,10,"2021-W06"
"Age80+",476914,40001,37958138,1685759,"Poland","PL",80,100,21,"2021-W06"
"Age<18",176,75,10295909,1717050,"Portugal","PT",0,17,18,"2021-W06"
"Age18_24",12216,6875,10295909,775701,"Portugal","PT",18,24,7,"2021-W06"
"Age25_49",144876,91926,10295909,3360653,"Portugal","PT",25,49,25,"2021-W06"
"Age50_59",61689,38520,10295909,1485319,"Portugal","PT",50,59,10,"2021-W06"
"Age60_69",35174,21326,10295909,1299674,"Portugal","PT",60,69,10,"2021-W06"
"Age70_79",23470,11672,10295909,981649,"Portugal","PT",70,79,10,"2021-W06"
"Age80+",84285,45794,10295909,675863,"Portugal","PT",80,100,21,"2021-W06"
"Age<18",0,0,10327589,2180508,"Sweden","SE",0,17,18,"2021-W06"
"Age18_24",12387,3400,10327589,810921,"Sweden","SE",18,24,7,"2021-W06"
"Age25_49",95370,31765,10327589,3404540,"Sweden","SE",25,49,25,"2021-W06"
"Age50_59",58591,20805,10327589,1297863,"Sweden","SE",50,59,10,"2021-W06"
"Age60_69",44532,16888,10327589,1108438,"Sweden","SE",60,69,10,"2021-W06"
"Age70_79",47984,22542,10327589,989013,"Sweden","SE",70,79,10,"2021-W06"
"Age80+",131851,68618,10327589,536306,"Sweden","SE",80,100,21,"2021-W06"
"Age<18",32,19,2095861,371395,"Slovenia","SI",0,17,18,"2021-W06"
"Age18_24",1868,984,2095861,141225,"Slovenia","SI",18,24,7,"2021-W06"
"Age25_49",18712,15181,2095861,711365,"Slovenia","SI",25,49,25,"2021-W06"
"Age50_59",10636,8942,2095861,303125,"Slovenia","SI",50,59,10,"2021-W06"
"Age60_69",4901,4136,2095861,278944,"Slovenia","SI",60,69,10,"2021-W06"
"Age70_79",4288,3247,2095861,175640,"Slovenia","SI",70,79,10,"2021-W06"
"Age80+",33308,17675,2095861,114167,"Slovenia","SI",80,100,21,"2021-W06"
"Age<18",0,0,5457873,1019976,"Slovakia","SK",0,17,18,"2021-W06"
"Age18_24",10506,3299,5457873,398739,"Slovakia","SK",18,24,7,"2021-W06"
"Age25_49",77913,32466,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W06"
"Age50_59",34656,15180,5457873,704900,"Slovakia","SK",50,59,10,"2021-W06"
"Age60_69",24041,9165,5457873,689318,"Slovakia","SK",60,69,10,"2021-W06"
"Age70_79",46865,2054,5457873,391090,"Slovakia","SK",70,79,10,"2021-W06"
"Age80+",39680,411,5457873,184680,"Slovakia","SK",80,100,21,"2021-W06"
"Age<18",239,137,8901064,1542621,"Austria","AT",0,17,18,"2021-W07"
"Age18_24",13937,6926,8901064,696064,"Austria","AT",18,24,7,"2021-W07"
"Age25_49",111506,70784,8901064,3006228,"Austria","AT",25,49,25,"2021-W07"
"Age50_59",71865,47363,8901064,1396889,"Austria","AT",50,59,10,"2021-W07"
"Age60_69",33909,22832,8901064,1016016,"Austria","AT",60,69,10,"2021-W07"
"Age70_79",23391,17198,8901064,769199,"Austria","AT",70,79,10,"2021-W07"
"Age80+",95544,63239,8901064,474047,"Austria","AT",80,100,21,"2021-W07"
"Age<18",1814,1461,11522440,2320244,"Belgium","BE",0,17,18,"2021-W07"
"Age18_24",22843,13629,11522440,930629,"Belgium","BE",18,24,7,"2021-W07"
"Age25_49",149956,84768,11522440,3751281,"Belgium","BE",25,49,25,"2021-W07"
"Age50_59",75128,44218,11522440,1591660,"Belgium","BE",50,59,10,"2021-W07"
"Age60_69",42810,28148,11522440,1347513,"Belgium","BE",60,69,10,"2021-W07"
"Age70_79",32687,27030,11522440,924351,"Belgium","BE",70,79,10,"2021-W07"
"Age80+",114859,103012,11522440,656762,"Belgium","BE",80,100,21,"2021-W07"
"Age<18",0,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W07"
"Age18_24",1350,300,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W07"
"Age25_49",32824,8462,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W07"
"Age50_59",27496,8399,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W07"
"Age60_69",21463,7448,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W07"
"Age70_79",6668,1968,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W07"
"Age80+",2400,391,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W07"
"Age<18",0,0,888005,170553,"Cyprus","CY",0,17,18,"2021-W07"
"Age18_24",309,113,888005,84850,"Cyprus","CY",18,24,7,"2021-W07"
"Age25_49",4649,2923,888005,330295,"Cyprus","CY",25,49,25,"2021-W07"
"Age50_59",2281,1420,888005,107634,"Cyprus","CY",50,59,10,"2021-W07"
"Age60_69",1994,1190,888005,94714,"Cyprus","CY",60,69,10,"2021-W07"
"Age70_79",6533,785,888005,66429,"Cyprus","CY",70,79,10,"2021-W07"
"Age80+",23875,12447,888005,33530,"Cyprus","CY",80,100,21,"2021-W07"
"Age<18",134,82,10693939,1999465,"Czech Republic","CZ",0,17,18,"2021-W07"
"Age18_24",6787,4817,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W07"
"Age25_49",94606,71666,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W07"
"Age50_59",46441,34459,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W07"
"Age60_69",31809,22744,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W07"
"Age70_79",22176,13591,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W07"
"Age80+",144753,65890,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W07"
"Age<18",0,0,5822763,1156138,"Denmark","DK",0,17,18,"2021-W07"
"Age18_24",9265,4464,5822763,522153,"Denmark","DK",18,24,7,"2021-W07"
"Age25_49",78791,51704,5822763,1843666,"Denmark","DK",25,49,25,"2021-W07"
"Age50_59",46132,30516,5822763,800444,"Denmark","DK",50,59,10,"2021-W07"
"Age60_69",36248,25511,5822763,663646,"Denmark","DK",60,69,10,"2021-W07"
"Age70_79",31654,22118,5822763,564390,"Denmark","DK",70,79,10,"2021-W07"
"Age80+",117593,45488,5822763,272326,"Denmark","DK",80,100,21,"2021-W07"
"Age<18",0,0,1328976,257044,"Estonia","EE",0,17,18,"2021-W07"
"Age18_24",1949,1070,1328976,87626,"Estonia","EE",18,24,7,"2021-W07"
"Age25_49",16789,9607,1328976,460829,"Estonia","EE",25,49,25,"2021-W07"
"Age50_59",10613,5707,1328976,171453,"Estonia","EE",50,59,10,"2021-W07"
"Age60_69",9591,5042,1328976,163237,"Estonia","EE",60,69,10,"2021-W07"
"Age70_79",7960,2371,1328976,111342,"Estonia","EE",70,79,10,"2021-W07"
"Age80+",15347,3321,1328976,77445,"Estonia","EE",80,100,21,"2021-W07"
"Age<18",0,0,10718565,1854378,"Greece","EL",0,17,18,"2021-W07"
"Age18_24",2613,1268,10718565,782452,"Greece","EL",18,24,7,"2021-W07"
"Age25_49",84979,58905,10718565,3497414,"Greece","EL",25,49,25,"2021-W07"
"Age50_59",47726,36374,10718565,1515472,"Greece","EL",50,59,10,"2021-W07"
"Age60_69",60944,14246,10718565,1291651,"Greece","EL",60,69,10,"2021-W07"
"Age70_79",20070,3825,10718565,1003958,"Greece","EL",70,79,10,"2021-W07"
"Age80+",253831,115646,10718565,773240,"Greece","EL",80,100,21,"2021-W07"
"Age<18",567,184,47332614,8325756,"Spain","ES",0,17,18,"2021-W07"
"Age18_24",68946,36348,47332614,3303575,"Spain","ES",18,24,7,"2021-W07"
"Age25_49",784488,496546,47332614,16481919,"Spain","ES",25,49,25,"2021-W07"
"Age50_59",399483,269254,47332614,7035203,"Spain","ES",50,59,10,"2021-W07"
"Age60_69",214179,152816,47332614,5350604,"Spain","ES",60,69,10,"2021-W07"
"Age70_79",65859,48688,47332614,3984504,"Spain","ES",70,79,10,"2021-W07"
"Age80+",406292,218808,47332614,2851053,"Spain","ES",80,100,21,"2021-W07"
"Age<18",251,54,5525292,1049057,"Finland","FI",0,17,18,"2021-W07"
"Age18_24",7096,2525,5525292,432594,"Finland","FI",18,24,7,"2021-W07"
"Age25_49",65121,33494,5525292,1728083,"Finland","FI",25,49,25,"2021-W07"
"Age50_59",35793,15758,5525292,724665,"Finland","FI",50,59,10,"2021-W07"
"Age60_69",33341,8265,5525292,716579,"Finland","FI",60,69,10,"2021-W07"
"Age70_79",27472,3689,5525292,561908,"Finland","FI",70,79,10,"2021-W07"
"Age80+",126774,11990,5525292,312406,"Finland","FI",80,100,21,"2021-W07"
"Age<18",729,114,67320216,14540168,"France","FR",0,17,18,"2021-W07"
"Age18_24",25110,6561,67320216,5444270,"France","FR",18,24,7,"2021-W07"
"Age25_49",329549,138592,67320216,20684932,"France","FR",25,49,25,"2021-W07"
"Age50_59",368464,234704,67320216,8805539,"France","FR",50,59,10,"2021-W07"
"Age60_69",257371,139092,67320216,8007585,"France","FR",60,69,10,"2021-W07"
"Age70_79",694470,243315,67320216,5692912,"France","FR",70,79,10,"2021-W07"
"Age80+",1015154,408823,67320216,4144810,"France","FR",80,100,21,"2021-W07"
"Age<18",37,21,4058165,697325,"Croatia","HR",0,17,18,"2021-W07"
"Age18_24",1781,1090,4058165,321108,"Croatia","HR",18,24,7,"2021-W07"
"Age25_49",28505,19643,4058165,1319478,"Croatia","HR",25,49,25,"2021-W07"
"Age50_59",20167,13014,4058165,570899,"Croatia","HR",50,59,10,"2021-W07"
"Age60_69",19677,9427,4058165,562891,"Croatia","HR",60,69,10,"2021-W07"
"Age70_79",19666,6976,4058165,364156,"Croatia","HR",70,79,10,"2021-W07"
"Age80+",25173,10821,4058165,222308,"Croatia","HR",80,100,21,"2021-W07"
"Age<18",0,0,9769526,1709048,"Hungary","HU",0,17,18,"2021-W07"
"Age18_24",15569,11135,9769526,741094,"Hungary","HU",18,24,7,"2021-W07"
"Age25_49",115696,88709,9769526,3490565,"Hungary","HU",25,49,25,"2021-W07"
"Age50_59",92448,51369,9769526,1235206,"Hungary","HU",50,59,10,"2021-W07"
"Age60_69",53227,34607,9769526,1295058,"Hungary","HU",60,69,10,"2021-W07"
"Age70_79",48051,19265,9769526,859765,"Hungary","HU",70,79,10,"2021-W07"
"Age80+",109665,21292,9769526,438790,"Hungary","HU",80,100,21,"2021-W07"
"Age<18",62,45,4964440,1201635,"Ireland","IE",0,17,18,"2021-W07"
"Age18_24",12551,7391,4964440,433572,"Ireland","IE",18,24,7,"2021-W07"
"Age25_49",105578,70868,4964440,1749671,"Ireland","IE",25,49,25,"2021-W07"
"Age50_59",44381,28991,4964440,606007,"Ireland","IE",50,59,10,"2021-W07"
"Age60_69",23518,14493,4964440,480682,"Ireland","IE",60,69,10,"2021-W07"
"Age70_79",9707,5683,4964440,322167,"Ireland","IE",70,79,10,"2021-W07"
"Age80+",35988,15357,4964440,170706,"Ireland","IE",80,100,21,"2021-W07"
"Age<18",0,0,364134,81364,"Iceland","IS",0,17,18,"2021-W07"
"Age18_24",1123,271,364134,34868,"Iceland","IS",18,24,7,"2021-W07"
"Age25_49",4959,2634,364134,131004,"Iceland","IS",25,49,25,"2021-W07"
"Age50_59",1890,916,364134,43992,"Iceland","IS",50,59,10,"2021-W07"
"Age60_69",1946,1085,364134,37414,"Iceland","IS",60,69,10,"2021-W07"
"Age70_79",1616,1367,364134,22890,"Iceland","IS",70,79,10,"2021-W07"
"Age80+",5707,4284,364134,12602,"Iceland","IS",80,100,21,"2021-W07"
"Age<18",325,166,59641488,9433159,"Italy","IT",0,17,18,"2021-W07"
"Age18_24",74093,41511,59641488,4121339,"Italy","IT",18,24,7,"2021-W07"
"Age25_49",858840,565279,59641488,18920355,"Italy","IT",25,49,25,"2021-W07"
"Age50_59",491261,350739,59641488,9414195,"Italy","IT",50,59,10,"2021-W07"
"Age60_69",291511,218045,59641488,7364364,"Italy","IT",60,69,10,"2021-W07"
"Age70_79",85500,51159,59641488,5968373,"Italy","IT",70,79,10,"2021-W07"
"Age80+",424641,130522,59641488,4419703,"Italy","IT",80,100,21,"2021-W07"
"Age<18",180,143,2794090,498821,"Lithuania","LT",0,17,18,"2021-W07"
"Age18_24",3606,2272,2794090,209209,"Lithuania","LT",18,24,7,"2021-W07"
"Age25_49",41796,25783,2794090,914337,"Lithuania","LT",25,49,25,"2021-W07"
"Age50_59",32309,18888,2794090,419039,"Lithuania","LT",50,59,10,"2021-W07"
"Age60_69",23131,13479,2794090,351248,"Lithuania","LT",60,69,10,"2021-W07"
"Age70_79",7008,3424,2794090,236890,"Lithuania","LT",70,79,10,"2021-W07"
"Age80+",14804,4411,2794090,164546,"Lithuania","LT",80,100,21,"2021-W07"
"Age<18",0,0,626108,119539,"Luxembourg","LU",0,17,18,"2021-W07"
"Age18_24",730,177,626108,52409,"Luxembourg","LU",18,24,7,"2021-W07"
"Age25_49",6958,2492,626108,239349,"Luxembourg","LU",25,49,25,"2021-W07"
"Age50_59",3062,1163,626108,89549,"Luxembourg","LU",50,59,10,"2021-W07"
"Age60_69",1083,379,626108,61985,"Luxembourg","LU",60,69,10,"2021-W07"
"Age70_79",847,192,626108,38352,"Luxembourg","LU",70,79,10,"2021-W07"
"Age80+",4187,827,626108,24925,"Luxembourg","LU",80,100,21,"2021-W07"
"Age<18",6,2,1907675,359457,"Latvia","LV",0,17,18,"2021-W07"
"Age18_24",1393,878,1907675,119249,"Latvia","LV",18,24,7,"2021-W07"
"Age25_49",11672,7866,1907675,639712,"Latvia","LV",25,49,25,"2021-W07"
"Age50_59",6898,4306,1907675,265997,"Latvia","LV",50,59,10,"2021-W07"
"Age60_69",5512,3139,1907675,241651,"Latvia","LV",60,69,10,"2021-W07"
"Age70_79",2481,651,1907675,170557,"Latvia","LV",70,79,10,"2021-W07"
"Age80+",1583,92,1907675,111052,"Latvia","LV",80,100,21,"2021-W07"
"Age<18",0,0,514564,81948,"Malta","MT",0,17,18,"2021-W07"
"Age18_24",2096,860,514564,42136,"Malta","MT",18,24,7,"2021-W07"
"Age25_49",24951,3098,514564,205154,"Malta","MT",25,49,25,"2021-W07"
"Age50_59",13111,3081,514564,59168,"Malta","MT",50,59,10,"2021-W07"
"Age60_69",3161,1200,514564,59551,"Malta","MT",60,69,10,"2021-W07"
"Age70_79",4462,902,514564,44918,"Malta","MT",70,79,10,"2021-W07"
"Age80+",16772,7212,514564,21689,"Malta","MT",80,100,21,"2021-W07"
"Age<18",0,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W07"
"Age18_24",3392,2159,5367580,470970,"Norway","NO",18,24,7,"2021-W07"
"Age25_49",27566,16001,5367580,1825133,"Norway","NO",25,49,25,"2021-W07"
"Age50_59",24093,10353,5367580,703830,"Norway","NO",50,59,10,"2021-W07"
"Age60_69",12820,6688,5367580,582495,"Norway","NO",60,69,10,"2021-W07"
"Age70_79",30653,8320,5367580,435834,"Norway","NO",70,79,10,"2021-W07"
"Age80+",184964,53741,5367580,230710,"Norway","NO",80,100,21,"2021-W07"
"Age<18",0,0,37958138,6913237,"Poland","PL",0,17,18,"2021-W07"
"Age18_24",61103,46615,37958138,2754264,"Poland","PL",18,24,7,"2021-W07"
"Age25_49",462492,327643,37958138,14035724,"Poland","PL",25,49,25,"2021-W07"
"Age50_59",256516,186245,37958138,4606379,"Poland","PL",50,59,10,"2021-W07"
"Age60_69",160168,117377,37958138,5179612,"Poland","PL",60,69,10,"2021-W07"
"Age70_79",336090,61081,37958138,2783163,"Poland","PL",70,79,10,"2021-W07"
"Age80+",549495,205430,37958138,1685759,"Poland","PL",80,100,21,"2021-W07"
"Age<18",208,91,10295909,1717050,"Portugal","PT",0,17,18,"2021-W07"
"Age18_24",14508,8606,10295909,775701,"Portugal","PT",18,24,7,"2021-W07"
"Age25_49",167144,110890,10295909,3360653,"Portugal","PT",25,49,25,"2021-W07"
"Age50_59",74764,47767,10295909,1485319,"Portugal","PT",50,59,10,"2021-W07"
"Age60_69",49359,27495,10295909,1299674,"Portugal","PT",60,69,10,"2021-W07"
"Age70_79",26389,16432,10295909,981649,"Portugal","PT",70,79,10,"2021-W07"
"Age80+",132893,55039,10295909,675863,"Portugal","PT",80,100,21,"2021-W07"
"Age<18",0,0,10327589,2180508,"Sweden","SE",0,17,18,"2021-W07"
"Age18_24",15864,6709,10327589,810921,"Sweden","SE",18,24,7,"2021-W07"
"Age25_49",113822,57943,10327589,3404540,"Sweden","SE",25,49,25,"2021-W07"
"Age50_59",69029,36613,10327589,1297863,"Sweden","SE",50,59,10,"2021-W07"
"Age60_69",51978,27936,10327589,1108438,"Sweden","SE",60,69,10,"2021-W07"
"Age70_79",57391,30775,10327589,989013,"Sweden","SE",70,79,10,"2021-W07"
"Age80+",152650,88035,10327589,536306,"Sweden","SE",80,100,21,"2021-W07"
"Age<18",34,22,2095861,371395,"Slovenia","SI",0,17,18,"2021-W07"
"Age18_24",2437,1075,2095861,141225,"Slovenia","SI",18,24,7,"2021-W07"
"Age25_49",20224,15826,2095861,711365,"Slovenia","SI",25,49,25,"2021-W07"
"Age50_59",11724,9286,2095861,303125,"Slovenia","SI",50,59,10,"2021-W07"
"Age60_69",6061,4264,2095861,278944,"Slovenia","SI",60,69,10,"2021-W07"
"Age70_79",7840,3345,2095861,175640,"Slovenia","SI",70,79,10,"2021-W07"
"Age80+",48339,18421,2095861,114167,"Slovenia","SI",80,100,21,"2021-W07"
"Age<18",0,0,5457873,1019976,"Slovakia","SK",0,17,18,"2021-W07"
"Age18_24",11637,5734,5457873,398739,"Slovakia","SK",18,24,7,"2021-W07"
"Age25_49",93381,48349,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W07"
"Age50_59",42322,22519,5457873,704900,"Slovakia","SK",50,59,10,"2021-W07"
"Age60_69",29569,13516,5457873,689318,"Slovakia","SK",60,69,10,"2021-W07"
"Age70_79",52800,3519,5457873,391090,"Slovakia","SK",70,79,10,"2021-W07"
"Age80+",43397,1413,5457873,184680,"Slovakia","SK",80,100,21,"2021-W07"
"Age<18",297,159,8901064,1542621,"Austria","AT",0,17,18,"2021-W08"
"Age18_24",20551,7808,8901064,696064,"Austria","AT",18,24,7,"2021-W08"
"Age25_49",144272,78461,8901064,3006228,"Austria","AT",25,49,25,"2021-W08"
"Age50_59",90075,52544,8901064,1396889,"Austria","AT",50,59,10,"2021-W08"
"Age60_69",42698,25543,8901064,1016016,"Austria","AT",60,69,10,"2021-W08"
"Age70_79",27158,18556,8901064,769199,"Austria","AT",70,79,10,"2021-W08"
"Age80+",131678,66432,8901064,474047,"Austria","AT",80,100,21,"2021-W08"
"Age<18",1927,1643,11522440,2320244,"Belgium","BE",0,17,18,"2021-W08"
"Age18_24",29485,15911,11522440,930629,"Belgium","BE",18,24,7,"2021-W08"
"Age25_49",201042,100828,11522440,3751281,"Belgium","BE",25,49,25,"2021-W08"
"Age50_59",97477,51833,11522440,1591660,"Belgium","BE",50,59,10,"2021-W08"
"Age60_69",49088,32352,11522440,1347513,"Belgium","BE",60,69,10,"2021-W08"
"Age70_79",34181,29069,11522440,924351,"Belgium","BE",70,79,10,"2021-W08"
"Age80+",115688,107415,11522440,656762,"Belgium","BE",80,100,21,"2021-W08"
"Age<18",0,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W08"
"Age18_24",3050,379,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W08"
"Age25_49",54738,11560,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W08"
"Age50_59",43558,11581,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W08"
"Age60_69",42434,10071,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W08"
"Age70_79",23833,2823,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W08"
"Age80+",6987,956,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W08"
"Age<18",0,0,888005,170553,"Cyprus","CY",0,17,18,"2021-W08"
"Age18_24",390,130,888005,84850,"Cyprus","CY",18,24,7,"2021-W08"
"Age25_49",5070,3188,888005,330295,"Cyprus","CY",25,49,25,"2021-W08"
"Age50_59",2459,1557,888005,107634,"Cyprus","CY",50,59,10,"2021-W08"
"Age60_69",2194,1302,888005,94714,"Cyprus","CY",60,69,10,"2021-W08"
"Age70_79",20680,974,888005,66429,"Cyprus","CY",70,79,10,"2021-W08"
"Age80+",25133,15390,888005,33530,"Cyprus","CY",80,100,21,"2021-W08"
"Age<18",208,96,10693939,1999465,"Czech Republic","CZ",0,17,18,"2021-W08"
"Age18_24",7978,5272,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W08"
"Age25_49",108422,76700,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W08"
"Age50_59",53485,37211,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W08"
"Age60_69",37322,24824,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W08"
"Age70_79",27973,15179,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W08"
"Age80+",187563,84847,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W08"
"Age<18",0,0,5822763,1156138,"Denmark","DK",0,17,18,"2021-W08"
"Age18_24",14003,4817,5822763,522153,"Denmark","DK",18,24,7,"2021-W08"
"Age25_49",109196,54093,5822763,1843666,"Denmark","DK",25,49,25,"2021-W08"
"Age50_59",65655,31918,5822763,800444,"Denmark","DK",50,59,10,"2021-W08"
"Age60_69",54321,26760,5822763,663646,"Denmark","DK",60,69,10,"2021-W08"
"Age70_79",46885,23925,5822763,564390,"Denmark","DK",70,79,10,"2021-W08"
"Age80+",139988,48185,5822763,272326,"Denmark","DK",80,100,21,"2021-W08"
"Age<18",0,0,1328976,257044,"Estonia","EE",0,17,18,"2021-W08"
"Age18_24",2521,1308,1328976,87626,"Estonia","EE",18,24,7,"2021-W08"
"Age25_49",22682,11747,1328976,460829,"Estonia","EE",25,49,25,"2021-W08"
"Age50_59",13969,7022,1328976,171453,"Estonia","EE",50,59,10,"2021-W08"
"Age60_69",12517,6187,1328976,163237,"Estonia","EE",60,69,10,"2021-W08"
"Age70_79",8942,3464,1328976,111342,"Estonia","EE",70,79,10,"2021-W08"
"Age80+",17939,5431,1328976,77445,"Estonia","EE",80,100,21,"2021-W08"
"Age<18",0,0,10718565,1854378,"Greece","EL",0,17,18,"2021-W08"
"Age18_24",2884,1677,10718565,782452,"Greece","EL",18,24,7,"2021-W08"
"Age25_49",91716,68378,10718565,3497414,"Greece","EL",25,49,25,"2021-W08"
"Age50_59",50084,40761,10718565,1515472,"Greece","EL",50,59,10,"2021-W08"
"Age60_69",106495,16263,10718565,1291651,"Greece","EL",60,69,10,"2021-W08"
"Age70_79",47163,4590,10718565,1003958,"Greece","EL",70,79,10,"2021-W08"
"Age80+",276138,182728,10718565,773240,"Greece","EL",80,100,21,"2021-W08"
"Age<18",861,254,47332614,8325756,"Spain","ES",0,17,18,"2021-W08"
"Age18_24",90010,39650,47332614,3303575,"Spain","ES",18,24,7,"2021-W08"
"Age25_49",1018220,522688,47332614,16481919,"Spain","ES",25,49,25,"2021-W08"
"Age50_59",479947,282326,47332614,7035203,"Spain","ES",50,59,10,"2021-W08"
