"TargetGroup","FirstDose","SecondDose","Population","Denominator","Country","ReportingCountry","minAge","maxAge","ageWidth","YearWeekISO"
"Age60_69",53227,34607,9769526,1295058,"Hungary","HU",60,69,10,"2021-W07"
"Age70_79",48051,19265,9769526,859765,"Hungary","HU",70,79,10,"2021-W07"
"Age80+",109665,21292,9769526,438790,"Hungary","HU",80,100,21,"2021-W07"
"Age<18",59,42,4964440,1201635,"Ireland","IE",0,17,18,"2021-W07"
"Age18_24",12383,7291,4964440,433572,"Ireland","IE",18,24,7,"2021-W07"
"Age25_49",105533,70792,4964440,1749671,"Ireland","IE",25,49,25,"2021-W07"
"Age50_59",44442,29043,4964440,606007,"Ireland","IE",50,59,10,"2021-W07"
"Age60_69",23666,14586,4964440,480682,"Ireland","IE",60,69,10,"2021-W07"
"Age70_79",9711,5689,4964440,322167,"Ireland","IE",70,79,10,"2021-W07"
"Age80+",36077,15400,4964440,170706,"Ireland","IE",80,100,21,"2021-W07"
"Age<18",0,0,364134,81364,"Iceland","IS",0,17,18,"2021-W07"
"Age18_24",1004,224,364134,34868,"Iceland","IS",18,24,7,"2021-W07"
"Age25_49",5003,2612,364134,131004,"Iceland","IS",25,49,25,"2021-W07"
"Age50_59",1854,901,364134,43992,"Iceland","IS",50,59,10,"2021-W07"
"Age60_69",2005,1098,364134,37414,"Iceland","IS",60,69,10,"2021-W07"
"Age70_79",1590,1305,364134,22890,"Iceland","IS",70,79,10,"2021-W07"
"Age80+",5815,4429,364134,12602,"Iceland","IS",80,100,21,"2021-W07"
"Age<18",325,166,59641488,9433159,"Italy","IT",0,17,18,"2021-W07"
"Age18_24",74093,41511,59641488,4121339,"Italy","IT",18,24,7,"2021-W07"
"Age25_49",858840,565279,59641488,18920355,"Italy","IT",25,49,25,"2021-W07"
"Age50_59",491261,350739,59641488,9414195,"Italy","IT",50,59,10,"2021-W07"
"Age60_69",291511,218045,59641488,7364364,"Italy","IT",60,69,10,"2021-W07"
"Age70_79",85500,51159,59641488,5968373,"Italy","IT",70,79,10,"2021-W07"
"Age80+",424641,130522,59641488,4419703,"Italy","IT",80,100,21,"2021-W07"
"Age<18",180,143,2794090,498821,"Lithuania","LT",0,17,18,"2021-W07"
"Age18_24",3606,2256,2794090,209209,"Lithuania","LT",18,24,7,"2021-W07"
"Age25_49",41817,25450,2794090,914337,"Lithuania","LT",25,49,25,"2021-W07"
"Age50_59",32332,18637,2794090,419039,"Lithuania","LT",50,59,10,"2021-W07"
"Age60_69",23146,13158,2794090,351248,"Lithuania","LT",60,69,10,"2021-W07"
"Age70_79",7014,3195,2794090,236890,"Lithuania","LT",70,79,10,"2021-W07"
"Age80+",14816,4342,2794090,164546,"Lithuania","LT",80,100,21,"2021-W07"
"Age<18",0,0,626108,119539,"Luxembourg","LU",0,17,18,"2021-W07"
"Age18_24",730,177,626108,52409,"Luxembourg","LU",18,24,7,"2021-W07"
"Age25_49",6957,2493,626108,239349,"Luxembourg","LU",25,49,25,"2021-W07"
"Age50_59",3062,1163,626108,89549,"Luxembourg","LU",50,59,10,"2021-W07"
"Age60_69",1083,379,626108,61985,"Luxembourg","LU",60,69,10,"2021-W07"
"Age70_79",847,192,626108,38352,"Luxembourg","LU",70,79,10,"2021-W07"
"Age80+",4185,826,626108,24925,"Luxembourg","LU",80,100,21,"2021-W07"
"Age<18",6,2,1907675,359457,"Latvia","LV",0,17,18,"2021-W07"
"Age18_24",1393,878,1907675,119249,"Latvia","LV",18,24,7,"2021-W07"
"Age25_49",11672,7866,1907675,639712,"Latvia","LV",25,49,25,"2021-W07"
"Age50_59",6898,4306,1907675,265997,"Latvia","LV",50,59,10,"2021-W07"
"Age60_69",5512,3139,1907675,241651,"Latvia","LV",60,69,10,"2021-W07"
"Age70_79",2481,651,1907675,170557,"Latvia","LV",70,79,10,"2021-W07"
"Age80+",1583,92,1907675,111052,"Latvia","LV",80,100,21,"2021-W07"
"Age<18",12,2,514564,81948,"Malta","MT",0,17,18,"2021-W07"
"Age18_24",1617,658,514564,42136,"Malta","MT",18,24,7,"2021-W07"
"Age25_49",14919,8197,514564,205154,"Malta","MT",25,49,25,"2021-W07"
"Age50_59",5989,3375,514564,59168,"Malta","MT",50,59,10,"2021-W07"
"Age60_69",3429,1519,514564,59551,"Malta","MT",60,69,10,"2021-W07"
"Age70_79",2396,905,514564,44918,"Malta","MT",70,79,10,"2021-W07"
"Age80+",16456,7555,514564,21689,"Malta","MT",80,100,21,"2021-W07"
"Age<18",0,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W07"
"Age18_24",4249,1773,5367580,470970,"Norway","NO",18,24,7,"2021-W07"
"Age25_49",42735,22513,5367580,1825133,"Norway","NO",25,49,25,"2021-W07"
"Age50_59",18329,8828,5367580,703830,"Norway","NO",50,59,10,"2021-W07"
"Age60_69",11424,6869,5367580,582495,"Norway","NO",60,69,10,"2021-W07"
"Age70_79",31762,9083,5367580,435834,"Norway","NO",70,79,10,"2021-W07"
"Age80+",166986,56896,5367580,230710,"Norway","NO",80,100,21,"2021-W07"
"Age<18",0,0,37958138,6913237,"Poland","PL",0,17,18,"2021-W07"
"Age18_24",61098,46633,37958138,2754264,"Poland","PL",18,24,7,"2021-W07"
"Age25_49",462509,327693,37958138,14035724,"Poland","PL",25,49,25,"2021-W07"
"Age50_59",256515,186276,37958138,4606379,"Poland","PL",50,59,10,"2021-W07"
"Age60_69",160173,117395,37958138,5179612,"Poland","PL",60,69,10,"2021-W07"
"Age70_79",336109,61089,37958138,2783163,"Poland","PL",70,79,10,"2021-W07"
"Age80+",549463,205504,37958138,1685759,"Poland","PL",80,100,21,"2021-W07"
"Age<18",211,90,10295909,1717050,"Portugal","PT",0,17,18,"2021-W07"
"Age18_24",14661,8657,10295909,775701,"Portugal","PT",18,24,7,"2021-W07"
"Age25_49",168375,111477,10295909,3360653,"Portugal","PT",25,49,25,"2021-W07"
"Age50_59",74875,47815,10295909,1485319,"Portugal","PT",50,59,10,"2021-W07"
"Age60_69",49482,27542,10295909,1299674,"Portugal","PT",60,69,10,"2021-W07"
"Age70_79",26443,16472,10295909,981649,"Portugal","PT",70,79,10,"2021-W07"
"Age80+",132896,55080,10295909,675863,"Portugal","PT",80,100,21,"2021-W07"
"Age<18",0,0,10327589,2180508,"Sweden","SE",0,17,18,"2021-W07"
"Age18_24",15873,6710,10327589,810921,"Sweden","SE",18,24,7,"2021-W07"
"Age25_49",113833,58003,10327589,3404540,"Sweden","SE",25,49,25,"2021-W07"
"Age50_59",69041,36645,10327589,1297863,"Sweden","SE",50,59,10,"2021-W07"
"Age60_69",51983,27952,10327589,1108438,"Sweden","SE",60,69,10,"2021-W07"
"Age70_79",57404,30812,10327589,989013,"Sweden","SE",70,79,10,"2021-W07"
"Age80+",152671,88207,10327589,536306,"Sweden","SE",80,100,21,"2021-W07"
"Age<18",34,21,2095861,371395,"Slovenia","SI",0,17,18,"2021-W07"
"Age18_24",2432,1072,2095861,141225,"Slovenia","SI",18,24,7,"2021-W07"
"Age25_49",20216,15818,2095861,711365,"Slovenia","SI",25,49,25,"2021-W07"
"Age50_59",11718,9280,2095861,303125,"Slovenia","SI",50,59,10,"2021-W07"
"Age60_69",6054,4242,2095861,278944,"Slovenia","SI",60,69,10,"2021-W07"
"Age70_79",7848,3343,2095861,175640,"Slovenia","SI",70,79,10,"2021-W07"
"Age80+",48347,18409,2095861,114167,"Slovenia","SI",80,100,21,"2021-W07"
"Age<18",0,0,5457873,1019976,"Slovakia","SK",0,17,18,"2021-W07"
"Age18_24",11640,5738,5457873,398739,"Slovakia","SK",18,24,7,"2021-W07"
"Age25_49",93393,48361,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W07"
"Age50_59",42326,22526,5457873,704900,"Slovakia","SK",50,59,10,"2021-W07"
"Age60_69",29572,13520,5457873,689318,"Slovakia","SK",60,69,10,"2021-W07"
"Age70_79",52806,3522,5457873,391090,"Slovakia","SK",70,79,10,"2021-W07"
"Age80+",43398,1413,5457873,184680,"Slovakia","SK",80,100,21,"2021-W07"
"Age<18",297,159,8901064,1542621,"Austria","AT",0,17,18,"2021-W08"
"Age18_24",20561,7819,8901064,696064,"Austria","AT",18,24,7,"2021-W08"
"Age25_49",144345,78532,8901064,3006228,"Austria","AT",25,49,25,"2021-W08"
"Age50_59",90112,52599,8901064,1396889,"Austria","AT",50,59,10,"2021-W08"
"Age60_69",42718,25572,8901064,1016016,"Austria","AT",60,69,10,"2021-W08"
"Age70_79",27193,18575,8901064,769199,"Austria","AT",70,79,10,"2021-W08"
"Age80+",131756,66475,8901064,474047,"Austria","AT",80,100,21,"2021-W08"
"Age<18",1927,1645,11522440,2320244,"Belgium","BE",0,17,18,"2021-W08"
"Age18_24",29532,15949,11522440,930629,"Belgium","BE",18,24,7,"2021-W08"
"Age25_49",201264,101011,11522440,3751281,"Belgium","BE",25,49,25,"2021-W08"
"Age50_59",97566,51899,11522440,1591660,"Belgium","BE",50,59,10,"2021-W08"
"Age60_69",49134,32401,11522440,1347513,"Belgium","BE",60,69,10,"2021-W08"
"Age70_79",34209,29107,11522440,924351,"Belgium","BE",70,79,10,"2021-W08"
"Age80+",115703,107494,11522440,656762,"Belgium","BE",80,100,21,"2021-W08"
"Age<18",0,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W08"
"Age18_24",3050,379,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W08"
"Age25_49",54738,11560,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W08"
"Age50_59",43558,11581,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W08"
"Age60_69",42434,10071,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W08"
"Age70_79",23833,2823,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W08"
"Age80+",6987,956,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W08"
"Age<18",0,0,888005,170553,"Cyprus","CY",0,17,18,"2021-W08"
"Age18_24",390,130,888005,84850,"Cyprus","CY",18,24,7,"2021-W08"
"Age25_49",5070,3188,888005,330295,"Cyprus","CY",25,49,25,"2021-W08"
"Age50_59",2459,1557,888005,107634,"Cyprus","CY",50,59,10,"2021-W08"
"Age60_69",2194,1302,888005,94714,"Cyprus","CY",60,69,10,"2021-W08"
"Age70_79",20680,974,888005,66429,"Cyprus","CY",70,79,10,"2021-W08"
"Age80+",25133,15390,888005,33530,"Cyprus","CY",80,100,21,"2021-W08"
"Age<18",208,96,10693939,1999465,"Czech Republic","CZ",0,17,18,"2021-W08"
"Age18_24",7984,5284,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W08"
"Age25_49",108475,76767,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W08"
"Age50_59",53493,37226,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W08"
"Age60_69",37340,24839,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W08"
"Age70_79",27982,15195,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W08"
"Age80+",187566,84890,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W08"
"Age<18",0,0,5822763,1156138,"Denmark","DK",0,17,18,"2021-W08"
"Age18_24",14003,4817,5822763,522153,"Denmark","DK",18,24,7,"2021-W08"
"Age25_49",109196,54093,5822763,1843666,"Denmark","DK",25,49,25,"2021-W08"
"Age50_59",65655,31918,5822763,800444,"Denmark","DK",50,59,10,"2021-W08"
"Age60_69",54321,26760,5822763,663646,"Denmark","DK",60,69,10,"2021-W08"
"Age70_79",46885,23925,5822763,564390,"Denmark","DK",70,79,10,"2021-W08"
"Age80+",139988,48185,5822763,272326,"Denmark","DK",80,100,21,"2021-W08"
"Age<18",0,0,1328976,257044,"Estonia","EE",0,17,18,"2021-W08"
"Age18_24",2521,1306,1328976,87626,"Estonia","EE",18,24,7,"2021-W08"
"Age25_49",22679,11679,1328976,460829,"Estonia","EE",25,49,25,"2021-W08"
"Age50_59",13969,6982,1328976,171453,"Estonia","EE",50,59,10,"2021-W08"
"Age60_69",12514,6164,1328976,163237,"Estonia","EE",60,69,10,"2021-W08"
"Age70_79",8942,3462,1328976,111342,"Estonia","EE",70,79,10,"2021-W08"
"Age80+",17939,5426,1328976,77445,"Estonia","EE",80,100,21,"2021-W08"
"Age<18",0,0,10718565,1854378,"Greece","EL",0,17,18,"2021-W08"
"Age18_24",2884,1677,10718565,782452,"Greece","EL",18,24,7,"2021-W08"
"Age25_49",91716,68378,10718565,3497414,"Greece","EL",25,49,25,"2021-W08"
"Age50_59",50084,40761,10718565,1515472,"Greece","EL",50,59,10,"2021-W08"
"Age60_69",106495,16263,10718565,1291651,"Greece","EL",60,69,10,"2021-W08"
"Age70_79",47163,4590,10718565,1003958,"Greece","EL",70,79,10,"2021-W08"
"Age80+",276138,182728,10718565,773240,"Greece","EL",80,100,21,"2021-W08"
"Age<18",835,246,47332614,8325756,"Spain","ES",0,17,18,"2021-W08"
"Age18_24",89412,39401,47332614,3303575,"Spain","ES",18,24,7,"2021-W08"
"Age25_49",1012287,519537,47332614,16481919,"Spain","ES",25,49,25,"2021-W08"
"Age50_59",476294,280509,47332614,7035203,"Spain","ES",50,59,10,"2021-W08"
"Age60_69",240755,158964,47332614,5350604,"Spain","ES",60,69,10,"2021-W08"
"Age70_79",85060,50951,47332614,3984504,"Spain","ES",70,79,10,"2021-W08"
"Age80+",724698,228270,47332614,2851053,"Spain","ES",80,100,21,"2021-W08"
"Age<18",273,61,5525292,1049057,"Finland","FI",0,17,18,"2021-W08"
"Age18_24",7667,2677,5525292,432594,"Finland","FI",18,24,7,"2021-W08"
"Age25_49",70274,34700,5525292,1728083,"Finland","FI",25,49,25,"2021-W08"
"Age50_59",43207,16456,5525292,724665,"Finland","FI",50,59,10,"2021-W08"
"Age60_69",54558,8753,5525292,716579,"Finland","FI",60,69,10,"2021-W08"
"Age70_79",41521,4352,5525292,561908,"Finland","FI",70,79,10,"2021-W08"
"Age80+",172465,17396,5525292,312406,"Finland","FI",80,100,21,"2021-W08"
"Age<18",962,180,67320216,14540168,"France","FR",0,17,18,"2021-W08"
"Age18_24",35060,8237,67320216,5444270,"France","FR",18,24,7,"2021-W08"
"Age25_49",399273,166925,67320216,20684932,"France","FR",25,49,25,"2021-W08"
"Age50_59",452500,269725,67320216,8805539,"France","FR",50,59,10,"2021-W08"
"Age60_69",335592,169721,67320216,8007585,"France","FR",60,69,10,"2021-W08"
"Age70_79",777300,385509,67320216,5692912,"France","FR",70,79,10,"2021-W08"
"Age80+",1115132,597820,67320216,4144810,"France","FR",80,100,21,"2021-W08"
"Age<18",50,23,4058165,697325,"Croatia","HR",0,17,18,"2021-W08"
"Age18_24",2110,1138,4058165,321108,"Croatia","HR",18,24,7,"2021-W08"
"Age25_49",32976,20199,4058165,1319478,"Croatia","HR",25,49,25,"2021-W08"
"Age50_59",24236,13419,4058165,570899,"Croatia","HR",50,59,10,"2021-W08"
"Age60_69",29649,9887,4058165,562891,"Croatia","HR",60,69,10,"2021-W08"
"Age70_79",38206,7413,4058165,364156,"Croatia","HR",70,79,10,"2021-W08"
"Age80+",47823,11150,4058165,222308,"Croatia","HR",80,100,21,"2021-W08"
"Age<18",0,0,9769526,1709048,"Hungary","HU",0,17,18,"2021-W08"
"Age18_24",16449,12247,9769526,741094,"Hungary","HU",18,24,7,"2021-W08"
"Age25_49",135959,93486,9769526,3490565,"Hungary","HU",25,49,25,"2021-W08"
"Age50_59",123002,53536,9769526,1235206,"Hungary","HU",50,59,10,"2021-W08"
"Age60_69",123666,35940,9769526,1295058,"Hungary","HU",60,69,10,"2021-W08"
"Age70_79",143562,20072,9769526,859765,"Hungary","HU",70,79,10,"2021-W08"
"Age80+",151823,44928,9769526,438790,"Hungary","HU",80,100,21,"2021-W08"
"Age<18",70,44,4964440,1201635,"Ireland","IE",0,17,18,"2021-W08"
"Age18_24",15803,7769,4964440,433572,"Ireland","IE",18,24,7,"2021-W08"
"Age25_49",125594,74704,4964440,1749671,"Ireland","IE",25,49,25,"2021-W08"
"Age50_59",53243,30756,4964440,606007,"Ireland","IE",50,59,10,"2021-W08"
"Age60_69",28691,16152,4964440,480682,"Ireland","IE",60,69,10,"2021-W08"
"Age70_79",13845,6677,4964440,322167,"Ireland","IE",70,79,10,"2021-W08"
"Age80+",73890,16078,4964440,170706,"Ireland","IE",80,100,21,"2021-W08"
"Age<18",0,0,364134,81364,"Iceland","IS",0,17,18,"2021-W08"
"Age18_24",1480,245,364134,34868,"Iceland","IS",18,24,7,"2021-W08"
"Age25_49",6224,3077,364134,131004,"Iceland","IS",25,49,25,"2021-W08"
"Age50_59",2401,1084,364134,43992,"Iceland","IS",50,59,10,"2021-W08"
"Age60_69",2377,1232,364134,37414,"Iceland","IS",60,69,10,"2021-W08"
"Age70_79",1830,1444,364134,22890,"Iceland","IS",70,79,10,"2021-W08"
"Age80+",6845,5593,364134,12602,"Iceland","IS",80,100,21,"2021-W08"
"Age<18",397,184,59641488,9433159,"Italy","IT",0,17,18,"2021-W08"
"Age18_24",85223,44453,59641488,4121339,"Italy","IT",18,24,7,"2021-W08"
"Age25_49",1025275,590704,59641488,18920355,"Italy","IT",25,49,25,"2021-W08"
"Age50_59",597839,364309,59641488,9414195,"Italy","IT",50,59,10,"2021-W08"
"Age60_69",336493,226909,59641488,7364364,"Italy","IT",60,69,10,"2021-W08"
"Age70_79",96594,54806,59641488,5968373,"Italy","IT",70,79,10,"2021-W08"
"Age80+",824796,141278,59641488,4419703,"Italy","IT",80,100,21,"2021-W08"
"Age<18",183,145,2794090,498821,"Lithuania","LT",0,17,18,"2021-W08"
"Age18_24",3775,2463,2794090,209209,"Lithuania","LT",18,24,7,"2021-W08"
"Age25_49",43555,27570,2794090,914337,"Lithuania","LT",25,49,25,"2021-W08"
"Age50_59",34147,20136,2794090,419039,"Lithuania","LT",50,59,10,"2021-W08"
"Age60_69",27057,14302,2794090,351248,"Lithuania","LT",60,69,10,"2021-W08"
"Age70_79",19292,3351,2794090,236890,"Lithuania","LT",70,79,10,"2021-W08"
"Age80+",38349,4770,2794090,164546,"Lithuania","LT",80,100,21,"2021-W08"
"Age<18",0,0,626108,119539,"Luxembourg","LU",0,17,18,"2021-W08"
"Age18_24",840,248,626108,52409,"Luxembourg","LU",18,24,7,"2021-W08"
"Age25_49",7747,3273,626108,239349,"Luxembourg","LU",25,49,25,"2021-W08"
"Age50_59",3432,1522,626108,89549,"Luxembourg","LU",50,59,10,"2021-W08"
"Age60_69",1199,544,626108,61985,"Luxembourg","LU",60,69,10,"2021-W08"
"Age70_79",901,370,626108,38352,"Luxembourg","LU",70,79,10,"2021-W08"
"Age80+",5775,1435,626108,24925,"Luxembourg","LU",80,100,21,"2021-W08"
"Age<18",7,2,1907675,359457,"Latvia","LV",0,17,18,"2021-W08"
"Age18_24",1791,890,1907675,119249,"Latvia","LV",18,24,7,"2021-W08"
"Age25_49",13393,7980,1907675,639712,"Latvia","LV",25,49,25,"2021-W08"
"Age50_59",8016,4373,1907675,265997,"Latvia","LV",50,59,10,"2021-W08"
"Age60_69",6951,3181,1907675,241651,"Latvia","LV",60,69,10,"2021-W08"
"Age70_79",10351,660,1907675,170557,"Latvia","LV",70,79,10,"2021-W08"
"Age80+",5649,95,1907675,111052,"Latvia","LV",80,100,21,"2021-W08"
"Age<18",53,2,514564,81948,"Malta","MT",0,17,18,"2021-W08"
"Age18_24",3057,805,514564,42136,"Malta","MT",18,24,7,"2021-W08"
"Age25_49",23718,9926,514564,205154,"Malta","MT",25,49,25,"2021-W08"
"Age50_59",8503,4079,514564,59168,"Malta","MT",50,59,10,"2021-W08"
"Age60_69",5519,1940,514564,59551,"Malta","MT",60,69,10,"2021-W08"
"Age70_79",4202,1176,514564,44918,"Malta","MT",70,79,10,"2021-W08"
"Age80+",17378,10608,514564,21689,"Malta","MT",80,100,21,"2021-W08"
"Age<18",0,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W08"
"Age18_24",7768,2529,5367580,470970,"Norway","NO",18,24,7,"2021-W08"
"Age25_49",62622,29475,5367580,1825133,"Norway","NO",25,49,25,"2021-W08"
"Age50_59",27954,12223,5367580,703830,"Norway","NO",50,59,10,"2021-W08"
"Age60_69",15804,9082,5367580,582495,"Norway","NO",60,69,10,"2021-W08"
"Age70_79",33043,15376,5367580,435834,"Norway","NO",70,79,10,"2021-W08"
"Age80+",168919,103601,5367580,230710,"Norway","NO",80,100,21,"2021-W08"
"Age<18",0,0,37958138,6913237,"Poland","PL",0,17,18,"2021-W08"
"Age18_24",63976,52218,37958138,2754264,"Poland","PL",18,24,7,"2021-W08"
"Age25_49",561405,351436,37958138,14035724,"Poland","PL",25,49,25,"2021-W08"
"Age50_59",313835,196572,37958138,4606379,"Poland","PL",50,59,10,"2021-W08"
"Age60_69",186746,128720,37958138,5179612,"Poland","PL",60,69,10,"2021-W08"
"Age70_79",453291,120745,37958138,2783163,"Poland","PL",70,79,10,"2021-W08"
"Age80+",609635,350290,37958138,1685759,"Poland","PL",80,100,21,"2021-W08"
"Age<18",234,122,10295909,1717050,"Portugal","PT",0,17,18,"2021-W08"
"Age18_24",15988,9356,10295909,775701,"Portugal","PT",18,24,7,"2021-W08"
"Age25_49",180027,118804,10295909,3360653,"Portugal","PT",25,49,25,"2021-W08"
"Age50_59",102655,51490,10295909,1485319,"Portugal","PT",50,59,10,"2021-W08"
"Age60_69",77610,29707,10295909,1299674,"Portugal","PT",60,69,10,"2021-W08"
"Age70_79",32013,18056,10295909,981649,"Portugal","PT",70,79,10,"2021-W08"
"Age80+",235434,60275,10295909,675863,"Portugal","PT",80,100,21,"2021-W08"
"Age<18",0,0,10327589,2180508,"Sweden","SE",0,17,18,"2021-W08"
"Age18_24",20368,9166,10327589,810921,"Sweden","SE",18,24,7,"2021-W08"
"Age25_49",138616,74334,10327589,3404540,"Sweden","SE",25,49,25,"2021-W08"
"Age50_59",82756,46560,10327589,1297863,"Sweden","SE",50,59,10,"2021-W08"
"Age60_69",62411,35090,10327589,1108438,"Sweden","SE",60,69,10,"2021-W08"
"Age70_79",69805,36453,10327589,989013,"Sweden","SE",70,79,10,"2021-W08"
"Age80+",188438,101232,10327589,536306,"Sweden","SE",80,100,21,"2021-W08"
"Age<18",70,22,2095861,371395,"Slovenia","SI",0,17,18,"2021-W08"
"Age18_24",2602,1117,2095861,141225,"Slovenia","SI",18,24,7,"2021-W08"
"Age25_49",21776,16163,2095861,711365,"Slovenia","SI",25,49,25,"2021-W08"
"Age50_59",13824,9429,2095861,303125,"Slovenia","SI",50,59,10,"2021-W08"
"Age60_69",9136,4313,2095861,278944,"Slovenia","SI",60,69,10,"2021-W08"
"Age70_79",20236,3387,2095861,175640,"Slovenia","SI",70,79,10,"2021-W08"
"Age80+",56619,18700,2095861,114167,"Slovenia","SI",80,100,21,"2021-W08"
"Age<18",0,0,5457873,1019976,"Slovakia","SK",0,17,18,"2021-W08"
"Age18_24",13170,7648,5457873,398739,"Slovakia","SK",18,24,7,"2021-W08"
"Age25_49",113661,57465,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W08"
"Age50_59",48549,26606,5457873,704900,"Slovakia","SK",50,59,10,"2021-W08"
"Age60_69",32046,17068,5457873,689318,"Slovakia","SK",60,69,10,"2021-W08"
"Age70_79",57397,10161,5457873,391090,"Slovakia","SK",70,79,10,"2021-W08"
"Age80+",46589,14268,5457873,184680,"Slovakia","SK",80,100,21,"2021-W08"
"Age<18",360,172,8901064,1542621,"Austria","AT",0,17,18,"2021-W09"
"Age18_24",25990,8355,8901064,696064,"Austria","AT",18,24,7,"2021-W09"
"Age25_49",176638,82882,8901064,3006228,"Austria","AT",25,49,25,"2021-W09"
"Age50_59",110574,55462,8901064,1396889,"Austria","AT",50,59,10,"2021-W09"
"Age60_69",54139,27123,8901064,1016016,"Austria","AT",60,69,10,"2021-W09"
"Age70_79",35250,19757,8901064,769199,"Austria","AT",70,79,10,"2021-W09"
"Age80+",207853,70872,8901064,474047,"Austria","AT",80,100,21,"2021-W09"
"Age<18",2193,1709,11522440,2320244,"Belgium","BE",0,17,18,"2021-W09"
"Age18_24",40792,17845,11522440,930629,"Belgium","BE",18,24,7,"2021-W09"
"Age25_49",272522,116525,11522440,3751281,"Belgium","BE",25,49,25,"2021-W09"
"Age50_59",129052,59645,11522440,1591660,"Belgium","BE",50,59,10,"2021-W09"
"Age60_69",62046,36299,11522440,1347513,"Belgium","BE",60,69,10,"2021-W09"
"Age70_79",40204,30266,11522440,924351,"Belgium","BE",70,79,10,"2021-W09"
"Age80+",123003,109483,11522440,656762,"Belgium","BE",80,100,21,"2021-W09"
"Age<18",0,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W09"
"Age18_24",4086,490,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W09"
"Age25_49",68738,15818,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W09"
"Age50_59",54592,15780,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W09"
"Age60_69",59922,13118,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W09"
"Age70_79",39563,3529,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W09"
"Age80+",11130,1303,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W09"
"Age<18",0,0,888005,170553,"Cyprus","CY",0,17,18,"2021-W09"
"Age18_24",437,141,888005,84850,"Cyprus","CY",18,24,7,"2021-W09"
"Age25_49",5713,3450,888005,330295,"Cyprus","CY",25,49,25,"2021-W09"
"Age50_59",2710,1716,888005,107634,"Cyprus","CY",50,59,10,"2021-W09"
"Age60_69",3095,1466,888005,94714,"Cyprus","CY",60,69,10,"2021-W09"
"Age70_79",32781,1667,888005,66429,"Cyprus","CY",70,79,10,"2021-W09"
"Age80+",26011,20091,888005,33530,"Cyprus","CY",80,100,21,"2021-W09"
"Age<18",228,99,10693939,1999465,"Czech Republic","CZ",0,17,18,"2021-W09"
"Age18_24",9703,5599,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W09"
"Age25_49",137468,80637,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W09"
"Age50_59",75712,39146,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W09"
"Age60_69",56999,26331,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W09"
"Age70_79",77666,16619,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W09"
"Age80+",228094,99009,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W09"
"Age<18",0,0,5822763,1156138,"Denmark","DK",0,17,18,"2021-W09"
"Age18_24",19843,5023,5822763,522153,"Denmark","DK",18,24,7,"2021-W09"
"Age25_49",142723,56023,5822763,1843666,"Denmark","DK",25,49,25,"2021-W09"
"Age50_59",85081,33005,5822763,800444,"Denmark","DK",50,59,10,"2021-W09"
"Age60_69",74100,27896,5822763,663646,"Denmark","DK",60,69,10,"2021-W09"
"Age70_79",67057,25270,5822763,564390,"Denmark","DK",70,79,10,"2021-W09"
"Age80+",152111,62079,5822763,272326,"Denmark","DK",80,100,21,"2021-W09"
"Age<18",0,0,1328976,257044,"Estonia","EE",0,17,18,"2021-W09"
"Age18_24",3441,1682,1328976,87626,"Estonia","EE",18,24,7,"2021-W09"
"Age25_49",29596,13065,1328976,460829,"Estonia","EE",25,49,25,"2021-W09"
"Age50_59",18987,7840,1328976,171453,"Estonia","EE",50,59,10,"2021-W09"
"Age60_69",18472,7059,1328976,163237,"Estonia","EE",60,69,10,"2021-W09"
"Age70_79",10653,5151,1328976,111342,"Estonia","EE",70,79,10,"2021-W09"
"Age80+",20999,10593,1328976,77445,"Estonia","EE",80,100,21,"2021-W09"
"Age<18",0,0,10718565,1854378,"Greece","EL",0,17,18,"2021-W09"
