dep;jour;n_dose1;n_complet;n_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;couv_dose1;couv_complet;couv_rappel
01;2020-12-27;2;0;0;2;0;0;0.0;0.0;0.0
01;2020-12-28;0;0;0;2;0;0;0.0;0.0;0.0
01;2020-12-29;0;0;0;2;0;0;0.0;0.0;0.0
01;2020-12-30;0;0;0;2;0;0;0.0;0.0;0.0
01;2020-12-31;0;0;0;2;0;0;0.0;0.0;0.0
01;2021-01-01;2;0;0;4;0;0;0.0;0.0;0.0
01;2021-01-02;1;0;0;5;0;0;0.0;0.0;0.0
01;2021-01-03;0;0;0;5;0;0;0.0;0.0;0.0
01;2021-01-04;2;0;0;7;0;0;0.0;0.0;0.0
01;2021-01-05;2;0;0;9;0;0;0.0;0.0;0.0
01;2021-01-06;3;0;0;12;0;0;0.0;0.0;0.0
01;2021-01-07;68;0;0;80;0;0;0.0;0.0;0.0
01;2021-01-08;158;1;0;238;1;0;0.0;0.0;0.0
01;2021-01-09;2;1;0;240;2;0;0.0;0.0;0.0
01;2021-01-10;1;0;0;241;2;0;0.0;0.0;0.0
01;2021-01-11;149;0;0;390;2;0;0.1;0.0;0.0
01;2021-01-12;320;1;0;710;3;0;0.1;0.0;0.0
01;2021-01-13;444;1;0;1154;4;0;0.2;0.0;0.0
01;2021-01-14;530;3;0;1684;7;0;0.3;0.0;0.0
01;2021-01-15;398;4;0;2082;11;0;0.3;0.0;0.0
01;2021-01-16;202;0;0;2284;11;0;0.3;0.0;0.0
01;2021-01-17;128;0;0;2412;11;0;0.4;0.0;0.0
01;2021-01-18;383;3;0;2795;14;0;0.4;0.0;0.0
01;2021-01-19;1041;2;0;3836;16;0;0.6;0.0;0.0
01;2021-01-20;1263;4;0;5099;20;0;0.8;0.0;0.0
01;2021-01-21;1102;6;0;6201;26;0;0.9;0.0;0.0
01;2021-01-22;652;4;0;6853;30;0;1.0;0.0;0.0
01;2021-01-23;223;0;0;7076;30;0;1.1;0.0;0.0
01;2021-01-24;70;1;0;7146;31;0;1.1;0.0;0.0
01;2021-01-25;485;1;0;7631;32;0;1.2;0.0;0.0
01;2021-01-26;744;5;0;8375;37;0;1.3;0.0;0.0
01;2021-01-27;518;6;0;8893;43;0;1.4;0.0;0.0
01;2021-01-28;685;57;0;9578;100;0;1.5;0.0;0.0
01;2021-01-29;640;101;0;10218;201;0;1.6;0.0;0.0
01;2021-01-30;238;15;0;10456;216;0;1.6;0.0;0.0
01;2021-01-31;64;0;0;10520;216;0;1.6;0.0;0.0
01;2021-02-01;459;72;0;10979;288;0;1.7;0.0;0.0
01;2021-02-02;520;185;0;11499;473;0;1.8;0.1;0.0
01;2021-02-03;378;298;0;11877;771;0;1.8;0.1;0.0
01;2021-02-04;480;417;0;12357;1188;0;1.9;0.2;0.0
01;2021-02-05;444;281;0;12801;1469;0;1.9;0.2;0.0
01;2021-02-06;264;143;0;13065;1612;0;2.0;0.2;0.0
01;2021-02-07;2;111;0;13067;1723;0;2.0;0.3;0.0
01;2021-02-08;510;404;0;13577;2127;0;2.1;0.3;0.0
01;2021-02-09;778;857;0;14355;2984;0;2.2;0.5;0.0
01;2021-02-10;957;721;0;15312;3705;0;2.3;0.6;0.0
01;2021-02-11;796;774;0;16108;4479;0;2.5;0.7;0.0
01;2021-02-12;641;553;0;16749;5032;0;2.5;0.8;0.0
01;2021-02-13;162;151;0;16911;5183;0;2.6;0.8;0.0
01;2021-02-14;2;9;0;16913;5192;0;2.6;0.8;0.0
01;2021-02-15;440;445;0;17353;5637;0;2.6;0.9;0.0
01;2021-02-16;662;422;0;18015;6059;0;2.7;0.9;0.0
01;2021-02-17;526;251;0;18541;6310;0;2.8;1.0;0.0
01;2021-02-18;591;569;0;19132;6879;0;2.9;1.0;0.0
01;2021-02-19;580;249;0;19712;7128;0;3.0;1.1;0.0
01;2021-02-20;201;154;0;19913;7282;0;3.0;1.1;0.0
01;2021-02-21;1;1;0;19914;7283;0;3.0;1.1;0.0
01;2021-02-22;431;558;0;20345;7841;0;3.1;1.2;0.0
01;2021-02-23;484;523;0;20829;8364;0;3.2;1.3;0.0
01;2021-02-24;436;463;0;21265;8827;0;3.2;1.3;0.0
01;2021-02-25;827;609;0;22092;9436;0;3.4;1.4;0.0
01;2021-02-26;874;546;0;22966;9982;0;3.5;1.5;0.0
01;2021-02-27;483;118;0;23449;10100;0;3.6;1.5;0.0
01;2021-02-28;20;3;0;23469;10103;0;3.6;1.5;0.0
01;2021-03-01;641;460;0;24110;10563;0;3.7;1.6;0.0
01;2021-03-02;968;561;0;25078;11124;0;3.8;1.7;0.0
01;2021-03-03;946;669;0;26024;11793;0;4.0;1.8;0.0
01;2021-03-04;1201;647;0;27225;12440;0;4.1;1.9;0.0
01;2021-03-05;1358;502;0;28583;12942;0;4.4;2.0;0.0
01;2021-03-06;782;102;0;29365;13044;0;4.5;2.0;0.0
01;2021-03-07;44;1;0;29409;13045;0;4.5;2.0;0.0
01;2021-03-08;672;627;0;30081;13672;0;4.6;2.1;0.0
01;2021-03-09;1343;619;0;31424;14291;0;4.8;2.2;0.0
01;2021-03-10;1167;560;0;32591;14851;0;5.0;2.3;0.0
01;2021-03-11;1687;645;0;34278;15496;0;5.2;2.4;0.0
01;2021-03-12;2008;647;0;36286;16143;0;5.5;2.5;0.0
01;2021-03-13;1502;102;0;37788;16245;0;5.8;2.5;0.0
01;2021-03-14;134;58;0;37922;16303;0;5.8;2.5;0.0
01;2021-03-15;1156;407;0;39078;16710;0;5.9;2.5;0.0
01;2021-03-16;1016;567;0;40094;17277;0;6.1;2.6;0.0
01;2021-03-17;841;348;0;40935;17625;0;6.2;2.7;0.0
01;2021-03-18;1295;475;0;42230;18100;0;6.4;2.8;0.0
01;2021-03-19;1756;549;0;43986;18649;0;6.7;2.8;0.0
01;2021-03-20;1449;137;0;45435;18786;0;6.9;2.9;0.0
01;2021-03-21;99;11;0;45534;18797;0;6.9;2.9;0.0
01;2021-03-22;1577;499;0;47111;19296;0;7.2;2.9;0.0
01;2021-03-23;2196;656;0;49307;19952;0;7.5;3.0;0.0
01;2021-03-24;1622;423;0;50929;20375;0;7.8;3.1;0.0
01;2021-03-25;2914;635;0;53843;21010;0;8.2;3.2;0.0
01;2021-03-26;2874;618;0;56717;21628;0;8.6;3.3;0.0
01;2021-03-27;1311;166;0;58028;21794;0;8.8;3.3;0.0
01;2021-03-28;22;1;0;58050;21795;0;8.8;3.3;0.0
01;2021-03-29;1934;548;0;59984;22343;0;9.1;3.4;0.0
01;2021-03-30;2516;781;0;62500;23124;0;9.5;3.5;0.0
01;2021-03-31;1872;631;0;64372;23755;0;9.8;3.6;0.0
01;2021-04-01;2570;861;0;66942;24616;0;10.2;3.7;0.0
01;2021-04-02;2818;733;0;69760;25349;0;10.6;3.9;0.0
01;2021-04-03;1256;137;0;71016;25486;0;10.8;3.9;0.0
01;2021-04-04;3;1;0;71019;25487;0;10.8;3.9;0.0
01;2021-04-05;1260;67;0;72279;25554;0;11.0;3.9;0.0
01;2021-04-06;2825;802;0;75104;26356;0;11.4;4.0;0.0
01;2021-04-07;2741;712;0;77845;27068;0;11.8;4.1;0.0
01;2021-04-08;3247;1008;0;81092;28076;0;12.3;4.3;0.0
01;2021-04-09;3983;1338;0;85075;29414;0;12.9;4.5;0.0
01;2021-04-10;1824;305;0;86899;29719;0;13.2;4.5;0.0
01;2021-04-11;45;22;0;86944;29741;0;13.2;4.5;0.0
01;2021-04-12;2716;1229;0;89660;30970;0;13.6;4.7;0.0
01;2021-04-13;2943;1331;0;92603;32301;0;14.1;4.9;0.0
01;2021-04-14;3125;1081;0;95728;33382;0;14.6;5.1;0.0
01;2021-04-15;3074;1485;0;98802;34867;0;15.0;5.3;0.0
01;2021-04-16;2862;1587;0;101664;36454;0;15.5;5.5;0.0
01;2021-04-17;1654;681;0;103318;37135;0;15.7;5.7;0.0
01;2021-04-18;13;0;0;103331;37135;0;15.7;5.7;0.0
01;2021-04-19;2040;1524;0;105371;38659;0;16.0;5.9;0.0
01;2021-04-20;2667;1570;0;108038;40229;0;16.4;6.1;0.0
01;2021-04-21;2691;1352;0;110729;41581;0;16.9;6.3;0.0
01;2021-04-22;2836;1532;0;113565;43113;0;17.3;6.6;0.0
01;2021-04-23;2767;1533;0;116332;44646;0;17.7;6.8;0.0
01;2021-04-24;1447;656;0;117779;45302;0;17.9;6.9;0.0
01;2021-04-25;9;0;0;117788;45302;0;17.9;6.9;0.0
01;2021-04-26;1970;1729;0;119758;47031;0;18.2;7.2;0.0
01;2021-04-27;2572;1557;0;122330;48588;0;18.6;7.4;0.0
01;2021-04-28;2500;1578;0;124830;50166;0;19.0;7.6;0.0
01;2021-04-29;2716;1775;0;127546;51941;0;19.4;7.9;0.0
01;2021-04-30;2984;2251;0;130530;54192;0;19.9;8.2;0.0
01;2021-05-01;1473;859;0;132003;55051;0;20.1;8.4;0.0
01;2021-05-02;545;76;0;132548;55127;0;20.2;8.4;0.0
01;2021-05-03;2296;2479;0;134844;57606;0;20.5;8.8;0.0
01;2021-05-04;2540;2643;0;137384;60249;0;20.9;9.2;0.0
01;2021-05-05;2529;2502;0;139913;62751;0;21.3;9.6;0.0
01;2021-05-06;2994;2531;0;142907;65282;0;21.8;9.9;0.0
01;2021-05-07;3215;2780;0;146122;68062;0;22.2;10.4;0.0
01;2021-05-08;1646;922;0;147768;68984;0;22.5;10.5;0.0
01;2021-05-09;1022;162;0;148790;69146;0;22.6;10.5;0.0
01;2021-05-10;2500;3070;0;151290;72216;0;23.0;11.0;0.0
01;2021-05-11;3579;3064;0;154869;75280;0;23.6;11.5;0.0
01;2021-05-12;3652;3006;0;158521;78286;0;24.1;11.9;0.0
01;2021-05-13;4088;1502;0;162609;79788;0;24.8;12.1;0.0
01;2021-05-14;4271;2347;0;166880;82135;0;25.4;12.5;0.0
01;2021-05-15;3159;1434;0;170039;83569;0;25.9;12.7;0.0
01;2021-05-16;1413;150;0;171452;83719;0;26.1;12.7;0.0
01;2021-05-17;3446;2471;0;174898;86190;0;26.6;13.1;0.0
01;2021-05-18;4075;1959;0;178973;88149;0;27.2;13.4;0.0
01;2021-05-19;3973;1902;0;182946;90051;0;27.8;13.7;0.0
01;2021-05-20;4526;2017;0;187472;92068;0;28.5;14.0;0.0
01;2021-05-21;4621;2198;0;192093;94266;0;29.2;14.3;0.0
01;2021-05-22;3368;955;0;195461;95221;0;29.8;14.5;0.0
01;2021-05-23;835;84;0;196296;95305;0;29.9;14.5;0.0
01;2021-05-24;2765;500;0;199061;95805;0;30.3;14.6;0.0
01;2021-05-25;3560;2430;0;202621;98235;0;30.8;15.0;0.0
01;2021-05-26;3569;2253;0;206190;100488;0;31.4;15.3;0.0
01;2021-05-27;3855;2099;0;210045;102587;0;32.0;15.6;0.0
01;2021-05-28;3665;2638;0;213710;105225;0;32.5;16.0;0.0
01;2021-05-29;3055;1304;0;216765;106529;0;33.0;16.2;0.0
01;2021-05-30;613;88;0;217378;106617;0;33.1;16.2;0.0
01;2021-05-31;2406;2520;0;219784;109137;0;33.5;16.6;0.0
01;2021-06-01;2771;2591;0;222555;111728;0;33.9;17.0;0.0
01;2021-06-02;2883;2203;0;225438;113931;0;34.3;17.3;0.0
01;2021-06-03;3366;2441;0;228804;116372;0;34.8;17.7;0.0
01;2021-06-04;4500;3372;0;233304;119744;0;35.5;18.2;0.0
01;2021-06-05;3253;1733;0;236557;121477;0;36.0;18.5;0.0
01;2021-06-06;670;78;0;237227;121555;0;36.1;18.5;0.0
01;2021-06-07;3388;2873;0;240615;124428;0;36.6;18.9;0.0
01;2021-06-08;3649;2719;0;244264;127147;0;37.2;19.4;0.0
01;2021-06-09;2950;2638;0;247214;129785;0;37.6;19.8;0.0
01;2021-06-10;2767;2043;0;249981;131828;0;38.1;20.1;0.0
01;2021-06-11;3072;3367;0;253053;135195;0;38.5;20.6;0.0
01;2021-06-12;2402;2197;0;255455;137392;0;38.9;20.9;0.0
01;2021-06-13;201;479;0;255656;137871;0;38.9;21.0;0.0
01;2021-06-14;2119;3162;0;257775;141033;0;39.2;21.5;0.0
01;2021-06-15;2005;3368;0;259780;144401;0;39.5;22.0;0.0
01;2021-06-16;2175;3287;0;261955;147688;0;39.9;22.5;0.0
01;2021-06-17;1959;3174;0;263914;150862;0;40.2;23.0;0.0
01;2021-06-18;2635;4162;0;266549;155024;0;40.6;23.6;0.0
01;2021-06-19;1727;2556;0;268276;157580;0;40.8;24.0;0.0
01;2021-06-20;159;498;0;268435;158078;0;40.9;24.1;0.0
01;2021-06-21;1798;3704;0;270233;161782;0;41.1;24.6;0.0
01;2021-06-22;1552;4003;0;271785;165785;0;41.4;25.2;0.0
01;2021-06-23;1583;3754;0;273368;169539;0;41.6;25.8;0.0
01;2021-06-24;1475;3565;0;274843;173104;0;41.8;26.3;0.0
01;2021-06-25;1888;4565;0;276731;177669;0;42.1;27.0;0.0
01;2021-06-26;1209;2946;0;277940;180615;0;42.3;27.5;0.0
01;2021-06-27;171;339;0;278111;180954;0;42.3;27.5;0.0
01;2021-06-28;1382;4024;0;279493;184978;0;42.5;28.2;0.0
01;2021-06-29;1409;3852;0;280902;188830;0;42.8;28.7;0.0
01;2021-06-30;1381;4158;0;282283;192988;0;43.0;29.4;0.0
01;2021-07-01;1431;4088;0;283714;197076;0;43.2;30.0;0.0
01;2021-07-02;1588;4987;0;285302;202063;0;43.4;30.8;0.0
01;2021-07-03;858;3374;0;286160;205437;0;43.6;31.3;0.0
01;2021-07-04;106;499;0;286266;205936;0;43.6;31.3;0.0
01;2021-07-05;1486;4083;0;287752;210019;0;43.8;32.0;0.0
01;2021-07-06;1105;4275;0;288857;214294;0;44.0;32.6;0.0
01;2021-07-07;1757;3697;0;290614;217991;0;44.2;33.2;0.0
01;2021-07-08;1474;3676;0;292088;221667;0;44.5;33.7;0.0
01;2021-07-09;1885;4365;0;293973;226032;0;44.7;34.4;0.0
01;2021-07-10;1119;3438;0;295092;229470;0;44.9;34.9;0.0
01;2021-07-11;105;417;0;295197;229887;0;44.9;35.0;0.0
01;2021-07-12;1422;3844;0;296619;233731;0;45.2;35.6;0.0
01;2021-07-13;2058;4116;0;298677;237847;0;45.5;36.2;0.0
01;2021-07-14;148;179;0;298825;238026;0;45.5;36.2;0.0
01;2021-07-15;3106;4194;0;301931;242220;0;46.0;36.9;0.0
01;2021-07-16;3747;4838;0;305678;247058;0;46.5;37.6;0.0
01;2021-07-17;2203;3046;0;307881;250104;0;46.9;38.1;0.0
01;2021-07-18;290;551;0;308171;250655;0;46.9;38.2;0.0
01;2021-07-19;2914;3870;0;311085;254525;0;47.4;38.7;0.0
01;2021-07-20;3296;3694;0;314381;258219;0;47.9;39.3;0.0
01;2021-07-21;3934;3569;0;318315;261788;0;48.5;39.8;0.0
01;2021-07-22;4219;3496;0;322534;265284;0;49.1;40.4;0.0
01;2021-07-23;3942;4223;0;326476;269507;0;49.7;41.0;0.0
01;2021-07-24;2731;2713;0;329207;272220;0;50.1;41.4;0.0
01;2021-07-25;62;60;0;329269;272280;0;50.1;41.4;0.0
01;2021-07-26;3347;3240;0;332616;275520;0;50.6;41.9;0.0
01;2021-07-27;4106;2793;0;336722;278313;0;51.3;42.4;0.0
01;2021-07-28;3990;2653;0;340712;280966;0;51.9;42.8;0.0
01;2021-07-29;4699;2443;0;345411;283409;0;52.6;43.1;0.0
01;2021-07-30;4458;3432;0;349869;286841;0;53.3;43.7;0.0
01;2021-07-31;3642;1775;0;353511;288616;0;53.8;43.9;0.0
01;2021-08-01;397;76;0;353908;288692;0;53.9;43.9;0.0
01;2021-08-02;3079;2455;0;356987;291147;0;54.3;44.3;0.0
01;2021-08-03;3069;2455;0;360056;293602;0;54.8;44.7;0.0
01;2021-08-04;2544;1740;0;362600;295342;0;55.2;45.0;0.0
01;2021-08-05;2251;2366;0;364851;297708;0;55.5;45.3;0.0
01;2021-08-06;2751;3115;0;367602;300823;0;56.0;45.8;0.0
01;2021-08-07;2072;1837;0;369674;302660;0;56.3;46.1;0.0
01;2021-08-08;248;257;0;369922;302917;0;56.3;46.1;0.0
01;2021-08-09;1136;2634;0;371058;305551;0;56.5;46.5;0.0
01;2021-08-10;1445;2412;0;372503;307963;0;56.7;46.9;0.0
01;2021-08-11;1471;2596;0;373974;310559;0;56.9;47.3;0.0
01;2021-08-12;1627;2830;0;375601;313389;0;57.2;47.7;0.0
01;2021-08-13;1814;2729;0;377415;316118;0;57.4;48.1;0.0
01;2021-08-14;1391;2232;0;378806;318350;0;57.7;48.5;0.0
01;2021-08-15;18;21;0;378824;318371;0;57.7;48.5;0.0
01;2021-08-16;983;3013;0;379807;321384;0;57.8;48.9;0.0
01;2021-08-17;1355;2761;0;381162;324145;0;58.0;49.3;0.0
01;2021-08-18;1258;2908;0;382420;327053;0;58.2;49.8;0.0
01;2021-08-19;1301;2424;0;383721;329477;0;58.4;50.2;0.0
01;2021-08-20;1458;3952;0;385179;333429;0;58.6;50.8;0.0
01;2021-08-21;883;2847;0;386062;336276;0;58.8;51.2;0.0
01;2021-08-22;19;20;0;386081;336296;0;58.8;51.2;0.0
01;2021-08-23;1116;3022;0;387197;339318;0;58.9;51.7;0.0
01;2021-08-24;1229;3154;0;388426;342472;0;59.1;52.1;0.0
01;2021-08-25;1124;2993;0;389550;345465;0;59.3;52.6;0.0
01;2021-08-26;1649;2741;0;391199;348206;0;59.5;53.0;0.0
01;2021-08-27;1642;3655;0;392841;351861;0;59.8;53.6;0.0
01;2021-08-28;1045;2591;0;393886;354452;0;60.0;54.0;0.0
01;2021-08-29;16;31;0;393902;354483;0;60.0;54.0;0.0
01;2021-08-30;1189;2708;33;395091;357191;33;60.1;54.4;0.0
01;2021-08-31;1094;1896;64;396185;359087;97;60.3;54.7;0.0
01;2021-09-01;925;1697;201;397110;360784;298;60.4;54.9;0.0
01;2021-09-02;810;1523;268;397920;362307;566;60.6;55.1;0.1
01;2021-09-03;1130;2198;238;399050;364505;804;60.7;55.5;0.1
01;2021-09-04;796;1898;109;399846;366403;913;60.9;55.8;0.1
01;2021-09-05;97;61;22;399943;366464;935;60.9;55.8;0.1
01;2021-09-06;659;1093;354;400602;367557;1289;61.0;55.9;0.2
01;2021-09-07;579;1021;243;401181;368578;1532;61.1;56.1;0.2
01;2021-09-08;818;1392;220;401999;369970;1752;61.2;56.3;0.3
01;2021-09-09;776;1131;174;402775;371101;1926;61.3;56.5;0.3
01;2021-09-10;1056;1557;338;403831;372658;2264;61.5;56.7;0.3
01;2021-09-11;736;1433;66;404567;374091;2330;61.6;56.9;0.4
01;2021-09-12;27;38;4;404594;374129;2334;61.6;56.9;0.4
01;2021-09-13;579;999;362;405173;375128;2696;61.7;57.1;0.4
01;2021-09-14;621;994;494;405794;376122;3190;61.8;57.3;0.5
01;2021-09-15;726;1448;441;406520;377570;3631;61.9;57.5;0.6
01;2021-09-16;497;923;468;407017;378493;4099;62.0;57.6;0.6
01;2021-09-17;765;1394;436;407782;379887;4535;62.1;57.8;0.7
01;2021-09-18;376;1205;61;408158;381092;4596;62.1;58.0;0.7
01;2021-09-19;11;10;4;408169;381102;4600;62.1;58.0;0.7
01;2021-09-20;380;637;544;408549;381739;5144;62.2;58.1;0.8
01;2021-09-21;389;704;707;408938;382443;5851;62.2;58.2;0.9
01;2021-09-22;347;899;462;409285;383342;6313;62.3;58.4;1.0
01;2021-09-23;304;658;469;409589;384000;6782;62.3;58.5;1.0
01;2021-09-24;426;948;379;410015;384948;7161;62.4;58.6;1.1
01;2021-09-25;307;956;89;410322;385904;7250;62.5;58.7;1.1
01;2021-09-26;2;24;3;410324;385928;7253;62.5;58.7;1.1
01;2021-09-27;175;556;164;410499;386484;7417;62.5;58.8;1.1
01;2021-09-28;312;1196;522;410811;387680;7939;62.5;59.0;1.2
01;2021-09-29;471;1286;433;411282;388966;8372;62.6;59.2;1.3
01;2021-09-30;349;833;398;411631;389799;8770;62.7;59.3;1.3
01;2021-10-01;489;1078;494;412120;390877;9264;62.7;59.5;1.4
01;2021-10-02;399;1310;169;412519;392187;9433;62.8;59.7;1.4
01;2021-10-03;0;0;0;412519;392187;9433;62.8;59.7;1.4
01;2021-10-04;196;514;369;412715;392701;9802;62.8;59.8;1.5
01;2021-10-05;206;538;495;412921;393239;10297;62.9;59.9;1.6
01;2021-10-06;341;752;501;413262;393991;10798;62.9;60.0;1.6
01;2021-10-07;201;491;472;413463;394482;11270;62.9;60.0;1.7
01;2021-10-08;340;720;528;413803;395202;11798;63.0;60.2;1.8
01;2021-10-09;351;697;284;414154;395899;12082;63.0;60.3;1.8
01;2021-10-10;8;18;0;414162;395917;12082;63.0;60.3;1.8
01;2021-10-11;178;404;520;414340;396321;12602;63.1;60.3;1.9
01;2021-10-12;155;330;518;414495;396651;13120;63.1;60.4;2.0
01;2021-10-13;349;513;810;414844;397164;13930;63.1;60.5;2.1
01;2021-10-14;133;507;480;414977;397671;14410;63.2;60.5;2.2
01;2021-10-15;319;479;686;415296;398150;15096;63.2;60.6;2.3
01;2021-10-16;251;419;367;415547;398569;15463;63.3;60.7;2.4
01;2021-10-17;4;15;0;415551;398584;15463;63.3;60.7;2.4
01;2021-10-18;135;229;638;415686;398813;16101;63.3;60.7;2.5
01;2021-10-19;184;299;566;415870;399112;16667;63.3;60.8;2.5
01;2021-10-20;340;502;907;416210;399614;17574;63.4;60.8;2.7
01;2021-10-21;150;394;546;416360;400008;18120;63.4;60.9;2.8
01;2021-10-22;249;552;698;416609;400560;18818;63.4;61.0;2.9
01;2021-10-23;162;472;367;416771;401032;19185;63.4;61.0;2.9
01;2021-10-24;0;3;6;416771;401035;19191;63.4;61.0;2.9
01;2021-10-25;191;247;702;416962;401282;19893;63.5;61.1;3.0
01;2021-10-26;110;207;514;417072;401489;20407;63.5;61.1;3.1
01;2021-10-27;288;389;894;417360;401878;21301;63.5;61.2;3.2
01;2021-10-28;112;162;512;417472;402040;21813;63.5;61.2;3.3
01;2021-10-29;188;299;777;417660;402339;22590;63.6;61.2;3.4
01;2021-10-30;138;309;471;417798;402648;23061;63.6;61.3;3.5
01;2021-10-31;14;4;10;417812;402652;23071;63.6;61.3;3.5
01;2021-11-01;0;8;10;417812;402660;23081;63.6;61.3;3.5
01;2021-11-02;85;138;525;417897;402798;23606;63.6;61.3;3.6
01;2021-11-03;262;428;1257;418159;403226;24863;63.7;61.4;3.8
01;2021-11-04;144;135;716;418303;403361;25579;63.7;61.4;3.9
01;2021-11-05;184;292;1004;418487;403653;26583;63.7;61.4;4.0
01;2021-11-06;151;295;634;418638;403948;27217;63.7;61.5;4.1
01;2021-11-07;0;4;0;418638;403952;27217;63.7;61.5;4.1
02;2020-12-27;0;0;0;0;0;0;0.0;0.0;0.0
02;2020-12-28;0;0;0;0;0;0;0.0;0.0;0.0
02;2020-12-29;0;0;0;0;0;0;0.0;0.0;0.0
02;2020-12-30;0;0;0;0;0;0;0.0;0.0;0.0
02;2020-12-31;0;0;0;0;0;0;0.0;0.0;0.0
02;2021-01-01;1;0;0;1;0;0;0.0;0.0;0.0
02;2021-01-02;0;0;0;1;0;0;0.0;0.0;0.0
02;2021-01-03;0;0;0;1;0;0;0.0;0.0;0.0
02;2021-01-04;0;0;0;1;0;0;0.0;0.0;0.0
02;2021-01-05;0;0;0;1;0;0;0.0;0.0;0.0
02;2021-01-06;22;0;0;23;0;0;0.0;0.0;0.0
02;2021-01-07;261;1;0;284;1;0;0.1;0.0;0.0
02;2021-01-08;489;3;0;773;4;0;0.1;0.0;0.0
02;2021-01-09;75;0;0;848;4;0;0.2;0.0;0.0
02;2021-01-10;49;0;0;897;4;0;0.2;0.0;0.0
02;2021-01-11;267;0;0;1164;4;0;0.2;0.0;0.0
02;2021-01-12;354;1;0;1518;5;0;0.3;0.0;0.0
02;2021-01-13;469;4;0;1987;9;0;0.4;0.0;0.0
02;2021-01-14;652;11;0;2639;20;0;0.5;0.0;0.0
02;2021-01-15;630;8;0;3269;28;0;0.6;0.0;0.0
02;2021-01-16;333;5;0;3602;33;0;0.7;0.0;0.0
02;2021-01-17;62;0;0;3664;33;0;0.7;0.0;0.0
02;2021-01-18;811;10;0;4475;43;0;0.9;0.0;0.0
02;2021-01-19;941;7;0;5416;50;0;1.0;0.0;0.0
02;2021-01-20;1430;5;0;6846;55;0;1.3;0.0;0.0
02;2021-01-21;2606;12;0;9452;67;0;1.8;0.0;0.0
02;2021-01-22;1421;5;0;10873;72;0;2.1;0.0;0.0
02;2021-01-23;290;2;0;11163;74;0;2.1;0.0;0.0
02;2021-01-24;67;0;0;11230;74;0;2.1;0.0;0.0
02;2021-01-25;432;10;0;11662;84;0;2.2;0.0;0.0
02;2021-01-26;705;17;0;12367;101;0;2.4;0.0;0.0
02;2021-01-27;162;3;0;12529;104;0;2.4;0.0;0.0
02;2021-01-28;69;246;0;12598;350;0;2.4;0.1;0.0
02;2021-01-29;118;418;0;12716;768;0;2.4;0.1;0.0
02;2021-01-30;4;14;0;12720;782;0;2.4;0.1;0.0
02;2021-01-31;0;10;0;12720;792;0;2.4;0.2;0.0
02;2021-02-01;11;211;0;12731;1003;0;2.4;0.2;0.0
02;2021-02-02;45;329;0;12776;1332;0;2.4;0.3;0.0
02;2021-02-03;124;338;0;12900;1670;0;2.5;0.3;0.0
02;2021-02-04;226;357;0;13126;2027;0;2.5;0.4;0.0
02;2021-02-05;179;413;0;13305;2440;0;2.5;0.5;0.0
02;2021-02-06;69;176;0;13374;2616;0;2.5;0.5;0.0
02;2021-02-07;9;0;0;13383;2616;0;2.5;0.5;0.0
02;2021-02-08;306;433;0;13689;3049;0;2.6;0.6;0.0
02;2021-02-09;322;680;0;14011;3729;0;2.7;0.7;0.0
02;2021-02-10;485;1041;0;14496;4770;0;2.8;0.9;0.0
02;2021-02-11;937;1860;0;15433;6630;0;2.9;1.3;0.0
02;2021-02-12;884;1119;0;16317;7749;0;3.1;1.5;0.0
02;2021-02-13;290;129;0;16607;7878;0;3.2;1.5;0.0
02;2021-02-14;1;5;0;16608;7883;0;3.2;1.5;0.0
02;2021-02-15;344;681;0;16952;8564;0;3.2;1.6;0.0
02;2021-02-16;414;561;0;17366;9125;0;3.3;1.7;0.0
02;2021-02-17;499;631;0;17865;9756;0;3.4;1.9;0.0
02;2021-02-18;507;447;0;18372;10203;0;3.5;1.9;0.0
02;2021-02-19;445;569;0;18817;10772;0;3.6;2.0;0.0
02;2021-02-20;372;234;0;19189;11006;0;3.6;2.1;0.0
02;2021-02-21;39;17;0;19228;11023;0;3.7;2.1;0.0
02;2021-02-22;377;316;0;19605;11339;0;3.7;2.2;0.0
02;2021-02-23;432;362;0;20037;11701;0;3.8;2.2;0.0
02;2021-02-24;599;146;0;20636;11847;0;3.9;2.3;0.0
02;2021-02-25;870;137;0;21506;11984;0;4.1;2.3;0.0
02;2021-02-26;808;76;0;22314;12060;0;4.2;2.3;0.0
02;2021-02-27;446;17;0;22760;12077;0;4.3;2.3;0.0
02;2021-02-28;55;2;0;22815;12079;0;4.3;2.3;0.0
02;2021-03-01;640;26;0;23455;12105;0;4.5;2.3;0.0
02;2021-03-02;1032;130;0;24487;12235;0;4.7;2.3;0.0
02;2021-03-03;754;204;0;25241;12439;0;4.8;2.4;0.0
02;2021-03-04;1161;658;0;26402;13097;0;5.0;2.5;0.0
02;2021-03-05;1050;510;0;27452;13607;0;5.2;2.6;0.0
02;2021-03-06;2140;102;0;29592;13709;0;5.6;2.6;0.0
02;2021-03-07;1504;55;0;31096;13764;0;5.9;2.6;0.0
02;2021-03-08;574;371;0;31670;14135;0;6.0;2.7;0.0
02;2021-03-09;997;406;0;32667;14541;0;6.2;2.8;0.0
02;2021-03-10;896;477;0;33563;15018;0;6.4;2.9;0.0
