first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased
2020-08-16,2020-08-22,NULL,זכר,920,29.0,0.0
2020-08-16,2020-08-22,NULL,לא ידוע,269,<15,0.0
2020-08-16,2020-08-22,NULL,נקבה,902,35.0,0.0
2020-08-23,2020-08-29,0-19,זכר,20489,1678.0,0.0
2020-08-23,2020-08-29,0-19,לא ידוע,64,16.0,0.0
2020-08-23,2020-08-29,0-19,נקבה,14958,1750.0,0.0
2020-08-23,2020-08-29,20-24,זכר,8273,535.0,0.0
2020-08-23,2020-08-29,20-24,לא ידוע,<15,0.0,0.0
2020-08-23,2020-08-29,20-24,נקבה,7237,735.0,0.0
2020-08-23,2020-08-29,25-29,זכר,6140,423.0,0.0
2020-08-23,2020-08-29,25-29,לא ידוע,<15,0.0,0.0
2020-08-23,2020-08-29,25-29,נקבה,7811,555.0,0.0
2020-08-23,2020-08-29,30-34,זכר,5556,356.0,0.0
2020-08-23,2020-08-29,30-34,לא ידוע,17,0.0,0.0
2020-08-23,2020-08-29,30-34,נקבה,7582,503.0,0.0
2020-08-23,2020-08-29,35-39,זכר,4962,346.0,0.0
2020-08-23,2020-08-29,35-39,לא ידוע,20,0.0,0.0
2020-08-23,2020-08-29,35-39,נקבה,6866,423.0,0.0
2020-08-23,2020-08-29,40-44,זכר,4607,308.0,0.0
2020-08-23,2020-08-29,40-44,לא ידוע,15,<15,0.0
2020-08-23,2020-08-29,40-44,נקבה,6845,465.0,0.0
2020-08-23,2020-08-29,45-49,זכר,4416,327.0,0.0
2020-08-23,2020-08-29,45-49,לא ידוע,<15,0.0,0.0
2020-08-23,2020-08-29,45-49,נקבה,7208,467.0,0.0
2020-08-23,2020-08-29,50-54,זכר,3937,269.0,<15
2020-08-23,2020-08-29,50-54,לא ידוע,<15,0.0,0.0
2020-08-23,2020-08-29,50-54,נקבה,6625,372.0,<15
2020-08-23,2020-08-29,55-59,זכר,3569,257.0,<15
2020-08-23,2020-08-29,55-59,לא ידוע,<15,0.0,0.0
2020-08-23,2020-08-29,55-59,נקבה,6427,359.0,<15
2020-08-23,2020-08-29,60-64,זכר,3388,213.0,<15
2020-08-23,2020-08-29,60-64,לא ידוע,<15,0.0,0.0
2020-08-23,2020-08-29,60-64,נקבה,5289,226.0,0.0
2020-08-23,2020-08-29,65-69,זכר,2939,168.0,<15
2020-08-23,2020-08-29,65-69,לא ידוע,<15,0.0,0.0
2020-08-23,2020-08-29,65-69,נקבה,3940,172.0,<15
2020-08-23,2020-08-29,70-74,זכר,2428,113.0,<15
2020-08-23,2020-08-29,70-74,לא ידוע,<15,0.0,0.0
2020-08-23,2020-08-29,70-74,נקבה,3176,134.0,<15
2020-08-23,2020-08-29,75-79,זכר,1610,80.0,<15
2020-08-23,2020-08-29,75-79,נקבה,2018,84.0,<15
2020-08-23,2020-08-29,80+,זכר,3866,89.0,19.0
2020-08-23,2020-08-29,80+,לא ידוע,<15,0.0,0.0
2020-08-23,2020-08-29,80+,נקבה,9244,164.0,23.0
2020-08-23,2020-08-29,NULL,זכר,1112,28.0,0.0
2020-08-23,2020-08-29,NULL,לא ידוע,246,<15,0.0
2020-08-23,2020-08-29,NULL,נקבה,1106,40.0,0.0
2020-08-30,2020-09-05,0-19,זכר,22825,3536.0,0.0
2020-08-30,2020-09-05,0-19,לא ידוע,55,17.0,0.0
2020-08-30,2020-09-05,0-19,נקבה,17265,1992.0,0.0
2020-08-30,2020-09-05,20-24,זכר,8436,1044.0,0.0
2020-08-30,2020-09-05,20-24,לא ידוע,<15,<15,0.0
2020-08-30,2020-09-05,20-24,נקבה,7926,801.0,0.0
2020-08-30,2020-09-05,25-29,זכר,6722,561.0,0.0
2020-08-30,2020-09-05,25-29,לא ידוע,<15,<15,0.0
2020-08-30,2020-09-05,25-29,נקבה,8582,636.0,0.0
2020-08-30,2020-09-05,30-34,זכר,6053,439.0,0.0
2020-08-30,2020-09-05,30-34,לא ידוע,15,<15,0.0
2020-08-30,2020-09-05,30-34,נקבה,8335,541.0,0.0
2020-08-30,2020-09-05,35-39,זכר,5503,401.0,0.0
2020-08-30,2020-09-05,35-39,לא ידוע,<15,0.0,0.0
2020-08-30,2020-09-05,35-39,נקבה,7474,510.0,0.0
2020-08-30,2020-09-05,40-44,זכר,5069,418.0,0.0
2020-08-30,2020-09-05,40-44,לא ידוע,<15,0.0,0.0
2020-08-30,2020-09-05,40-44,נקבה,7387,503.0,<15
2020-08-30,2020-09-05,45-49,זכר,4889,414.0,<15
2020-08-30,2020-09-05,45-49,לא ידוע,<15,0.0,0.0
2020-08-30,2020-09-05,45-49,נקבה,7641,502.0,0.0
2020-08-30,2020-09-05,50-54,זכר,4300,399.0,<15
2020-08-30,2020-09-05,50-54,לא ידוע,<15,0.0,0.0
2020-08-30,2020-09-05,50-54,נקבה,6869,416.0,0.0
2020-08-30,2020-09-05,55-59,זכר,3655,301.0,<15
2020-08-30,2020-09-05,55-59,לא ידוע,<15,0.0,0.0
2020-08-30,2020-09-05,55-59,נקבה,6374,334.0,<15
2020-08-30,2020-09-05,60-64,זכר,3416,255.0,<15
2020-08-30,2020-09-05,60-64,נקבה,5223,285.0,<15
2020-08-30,2020-09-05,65-69,זכר,2923,209.0,<15
2020-08-30,2020-09-05,65-69,לא ידוע,<15,0.0,0.0
2020-08-30,2020-09-05,65-69,נקבה,3804,194.0,<15
2020-08-30,2020-09-05,70-74,זכר,2432,131.0,<15
2020-08-30,2020-09-05,70-74,לא ידוע,<15,0.0,0.0
2020-08-30,2020-09-05,70-74,נקבה,3118,137.0,<15
2020-08-30,2020-09-05,75-79,זכר,1381,80.0,<15
2020-08-30,2020-09-05,75-79,לא ידוע,<15,0.0,0.0
2020-08-30,2020-09-05,75-79,נקבה,2053,101.0,<15
2020-08-30,2020-09-05,80+,זכר,3636,118.0,26.0
2020-08-30,2020-09-05,80+,נקבה,8886,180.0,33.0
2020-08-30,2020-09-05,NULL,זכר,1141,22.0,0.0
2020-08-30,2020-09-05,NULL,לא ידוע,290,<15,0.0
2020-08-30,2020-09-05,NULL,נקבה,966,32.0,0.0
2020-09-06,2020-09-12,0-19,זכר,41708,5421.0,0.0
2020-09-06,2020-09-12,0-19,לא ידוע,98,19.0,0.0
2020-09-06,2020-09-12,0-19,נקבה,38388,3558.0,0.0
2020-09-06,2020-09-12,20-24,זכר,9755,1416.0,0.0
2020-09-06,2020-09-12,20-24,לא ידוע,<15,<15,0.0
2020-09-06,2020-09-12,20-24,נקבה,10512,1166.0,0.0
2020-09-06,2020-09-12,25-29,זכר,8759,945.0,0.0
2020-09-06,2020-09-12,25-29,לא ידוע,<15,0.0,0.0
2020-09-06,2020-09-12,25-29,נקבה,11640,1033.0,0.0
2020-09-06,2020-09-12,30-34,זכר,8395,719.0,<15
2020-09-06,2020-09-12,30-34,לא ידוע,15,0.0,0.0
2020-09-06,2020-09-12,30-34,נקבה,11729,854.0,0.0
2020-09-06,2020-09-12,35-39,זכר,7766,662.0,<15
2020-09-06,2020-09-12,35-39,לא ידוע,<15,0.0,0.0
2020-09-06,2020-09-12,35-39,נקבה,11264,842.0,0.0
2020-09-06,2020-09-12,40-44,זכר,6883,615.0,<15
2020-09-06,2020-09-12,40-44,לא ידוע,16,<15,0.0
2020-09-06,2020-09-12,40-44,נקבה,10688,809.0,0.0
2020-09-06,2020-09-12,45-49,זכר,6402,624.0,<15
2020-09-06,2020-09-12,45-49,לא ידוע,<15,0.0,0.0
2020-09-06,2020-09-12,45-49,נקבה,10447,768.0,0.0
2020-09-06,2020-09-12,50-54,זכר,5395,530.0,<15
2020-09-06,2020-09-12,50-54,לא ידוע,<15,<15,0.0
2020-09-06,2020-09-12,50-54,נקבה,9029,624.0,0.0
2020-09-06,2020-09-12,55-59,זכר,4598,423.0,<15
2020-09-06,2020-09-12,55-59,לא ידוע,<15,0.0,0.0
2020-09-06,2020-09-12,55-59,נקבה,7973,502.0,0.0
2020-09-06,2020-09-12,60-64,זכר,4275,362.0,<15
2020-09-06,2020-09-12,60-64,נקבה,6500,401.0,<15
2020-09-06,2020-09-12,65-69,זכר,3523,277.0,<15
2020-09-06,2020-09-12,65-69,לא ידוע,<15,0.0,0.0
2020-09-06,2020-09-12,65-69,נקבה,4630,273.0,<15
2020-09-06,2020-09-12,70-74,זכר,2849,181.0,<15
2020-09-06,2020-09-12,70-74,לא ידוע,<15,0.0,0.0
2020-09-06,2020-09-12,70-74,נקבה,3689,178.0,<15
2020-09-06,2020-09-12,75-79,זכר,1720,121.0,<15
2020-09-06,2020-09-12,75-79,נקבה,2445,121.0,<15
2020-09-06,2020-09-12,80+,זכר,3998,149.0,33.0
2020-09-06,2020-09-12,80+,לא ידוע,<15,0.0,0.0
2020-09-06,2020-09-12,80+,נקבה,8849,212.0,27.0
2020-09-06,2020-09-12,NULL,זכר,1145,59.0,0.0
2020-09-06,2020-09-12,NULL,לא ידוע,244,<15,0.0
2020-09-06,2020-09-12,NULL,נקבה,987,40.0,<15
2020-09-13,2020-09-19,0-19,זכר,55840,6744.0,<15
2020-09-13,2020-09-19,0-19,לא ידוע,123,<15,0.0
2020-09-13,2020-09-19,0-19,נקבה,53559,5057.0,0.0
2020-09-13,2020-09-19,20-24,זכר,11610,1979.0,0.0
2020-09-13,2020-09-19,20-24,לא ידוע,<15,<15,0.0
2020-09-13,2020-09-19,20-24,נקבה,13493,1651.0,0.0
2020-09-13,2020-09-19,25-29,זכר,11207,1294.0,0.0
2020-09-13,2020-09-19,25-29,לא ידוע,<15,0.0,0.0
2020-09-13,2020-09-19,25-29,נקבה,15010,1371.0,0.0
2020-09-13,2020-09-19,30-34,זכר,11095,1049.0,0.0
2020-09-13,2020-09-19,30-34,לא ידוע,16,<15,0.0
2020-09-13,2020-09-19,30-34,נקבה,15402,1208.0,0.0
2020-09-13,2020-09-19,35-39,זכר,10449,979.0,0.0
2020-09-13,2020-09-19,35-39,לא ידוע,<15,0.0,0.0
2020-09-13,2020-09-19,35-39,נקבה,14496,1136.0,0.0
2020-09-13,2020-09-19,40-44,זכר,9286,976.0,<15
2020-09-13,2020-09-19,40-44,לא ידוע,<15,<15,0.0
2020-09-13,2020-09-19,40-44,נקבה,13379,1061.0,0.0
2020-09-13,2020-09-19,45-49,זכר,7962,891.0,<15
2020-09-13,2020-09-19,45-49,לא ידוע,<15,0.0,0.0
2020-09-13,2020-09-19,45-49,נקבה,12480,1114.0,0.0
2020-09-13,2020-09-19,50-54,זכר,6496,709.0,<15
2020-09-13,2020-09-19,50-54,לא ידוע,<15,<15,0.0
2020-09-13,2020-09-19,50-54,נקבה,10477,842.0,<15
2020-09-13,2020-09-19,55-59,זכר,5560,625.0,<15
2020-09-13,2020-09-19,55-59,לא ידוע,<15,0.0,0.0
2020-09-13,2020-09-19,55-59,נקבה,9124,697.0,<15
2020-09-13,2020-09-19,60-64,זכר,5039,520.0,<15
2020-09-13,2020-09-19,60-64,לא ידוע,<15,0.0,0.0
2020-09-13,2020-09-19,60-64,נקבה,7255,527.0,<15
2020-09-13,2020-09-19,65-69,זכר,4280,408.0,<15
2020-09-13,2020-09-19,65-69,לא ידוע,<15,0.0,0.0
2020-09-13,2020-09-19,65-69,נקבה,5238,386.0,<15
2020-09-13,2020-09-19,70-74,זכר,3330,276.0,<15
2020-09-13,2020-09-19,70-74,לא ידוע,<15,<15,0.0
2020-09-13,2020-09-19,70-74,נקבה,4117,237.0,<15
2020-09-13,2020-09-19,75-79,זכר,2014,137.0,<15
2020-09-13,2020-09-19,75-79,נקבה,2868,141.0,<15
2020-09-13,2020-09-19,80+,זכר,4837,215.0,30.0
2020-09-13,2020-09-19,80+,לא ידוע,<15,<15,0.0
2020-09-13,2020-09-19,80+,נקבה,10834,293.0,33.0
2020-09-13,2020-09-19,NULL,זכר,1444,45.0,0.0
2020-09-13,2020-09-19,NULL,לא ידוע,252,16.0,0.0
2020-09-13,2020-09-19,NULL,נקבה,1273,49.0,0.0
2020-09-20,2020-09-26,0-19,זכר,47518,7898.0,0.0
2020-09-20,2020-09-26,0-19,לא ידוע,124,23.0,0.0
2020-09-20,2020-09-26,0-19,נקבה,46194,6246.0,0.0
2020-09-20,2020-09-26,20-24,זכר,13028,2531.0,0.0
2020-09-20,2020-09-26,20-24,לא ידוע,<15,<15,0.0
2020-09-20,2020-09-26,20-24,נקבה,14767,2275.0,0.0
2020-09-20,2020-09-26,25-29,זכר,11962,1745.0,0.0
2020-09-20,2020-09-26,25-29,לא ידוע,<15,0.0,0.0
2020-09-20,2020-09-26,25-29,נקבה,15024,1784.0,0.0
2020-09-20,2020-09-26,30-34,זכר,11445,1578.0,0.0
2020-09-20,2020-09-26,30-34,לא ידוע,15,0.0,0.0
2020-09-20,2020-09-26,30-34,נקבה,14622,1566.0,0.0
2020-09-20,2020-09-26,35-39,זכר,10647,1461.0,0.0
2020-09-20,2020-09-26,35-39,לא ידוע,<15,0.0,0.0
2020-09-20,2020-09-26,35-39,נקבה,14073,1441.0,<15
2020-09-20,2020-09-26,40-44,זכר,9646,1374.0,0.0
2020-09-20,2020-09-26,40-44,לא ידוע,<15,<15,0.0
2020-09-20,2020-09-26,40-44,נקבה,13726,1461.0,<15
2020-09-20,2020-09-26,45-49,זכר,8925,1317.0,0.0
2020-09-20,2020-09-26,45-49,לא ידוע,<15,0.0,0.0
2020-09-20,2020-09-26,45-49,נקבה,13389,1367.0,<15
2020-09-20,2020-09-26,50-54,זכר,7417,1093.0,<15
2020-09-20,2020-09-26,50-54,לא ידוע,<15,<15,0.0
2020-09-20,2020-09-26,50-54,נקבה,11841,1279.0,<15
2020-09-20,2020-09-26,55-59,זכר,6492,1003.0,<15
2020-09-20,2020-09-26,55-59,לא ידוע,<15,<15,0.0
2020-09-20,2020-09-26,55-59,נקבה,10589,935.0,0.0
2020-09-20,2020-09-26,60-64,זכר,5981,817.0,<15
2020-09-20,2020-09-26,60-64,לא ידוע,<15,0.0,0.0
2020-09-20,2020-09-26,60-64,נקבה,8417,692.0,<15
2020-09-20,2020-09-26,65-69,זכר,4925,631.0,<15
2020-09-20,2020-09-26,65-69,לא ידוע,<15,0.0,0.0
2020-09-20,2020-09-26,65-69,נקבה,6341,551.0,<15
2020-09-20,2020-09-26,70-74,זכר,3811,394.0,17.0
2020-09-20,2020-09-26,70-74,לא ידוע,<15,0.0,0.0
2020-09-20,2020-09-26,70-74,נקבה,5126,372.0,<15
2020-09-20,2020-09-26,75-79,זכר,2407,233.0,<15
2020-09-20,2020-09-26,75-79,לא ידוע,<15,<15,0.0
2020-09-20,2020-09-26,75-79,נקבה,3424,197.0,<15
2020-09-20,2020-09-26,80+,זכר,5864,308.0,50.0
2020-09-20,2020-09-26,80+,לא ידוע,<15,<15,0.0
2020-09-20,2020-09-26,80+,נקבה,13994,439.0,57.0
2020-09-20,2020-09-26,NULL,זכר,1234,80.0,0.0
2020-09-20,2020-09-26,NULL,לא ידוע,206,15.0,0.0
2020-09-20,2020-09-26,NULL,נקבה,1250,88.0,0.0
2020-09-27,2020-10-03,0-19,זכר,37679,6511.0,0.0
2020-09-27,2020-10-03,0-19,לא ידוע,103,25.0,0.0
2020-09-27,2020-10-03,0-19,נקבה,35788,5315.0,0.0
2020-09-27,2020-10-03,20-24,זכר,11309,2183.0,0.0
2020-09-27,2020-10-03,20-24,לא ידוע,<15,0.0,0.0
2020-09-27,2020-10-03,20-24,נקבה,12387,1829.0,0.0
2020-09-27,2020-10-03,25-29,זכר,10034,1590.0,0.0
2020-09-27,2020-10-03,25-29,לא ידוע,<15,<15,0.0
2020-09-27,2020-10-03,25-29,נקבה,12380,1456.0,0.0
2020-09-27,2020-10-03,30-34,זכר,9214,1410.0,<15
2020-09-27,2020-10-03,30-34,לא ידוע,<15,<15,0.0
2020-09-27,2020-10-03,30-34,נקבה,11580,1189.0,0.0
2020-09-27,2020-10-03,35-39,זכר,8186,1278.0,<15
2020-09-27,2020-10-03,35-39,לא ידוע,<15,0.0,0.0
2020-09-27,2020-10-03,35-39,נקבה,10744,1124.0,0.0
2020-09-27,2020-10-03,40-44,זכר,7449,1089.0,<15
2020-09-27,2020-10-03,40-44,לא ידוע,<15,0.0,0.0
2020-09-27,2020-10-03,40-44,נקבה,10578,1069.0,0.0
2020-09-27,2020-10-03,45-49,זכר,6931,1048.0,<15
2020-09-27,2020-10-03,45-49,נקבה,10443,1061.0,0.0
2020-09-27,2020-10-03,50-54,זכר,6083,878.0,<15
2020-09-27,2020-10-03,50-54,לא ידוע,<15,<15,0.0
2020-09-27,2020-10-03,50-54,נקבה,9608,837.0,<15
2020-09-27,2020-10-03,55-59,זכר,5426,773.0,<15
2020-09-27,2020-10-03,55-59,לא ידוע,<15,0.0,0.0
2020-09-27,2020-10-03,55-59,נקבה,8792,732.0,<15
2020-09-27,2020-10-03,60-64,זכר,5003,732.0,<15
2020-09-27,2020-10-03,60-64,לא ידוע,<15,0.0,0.0
2020-09-27,2020-10-03,60-64,נקבה,7215,620.0,<15
2020-09-27,2020-10-03,65-69,זכר,4184,612.0,16.0
2020-09-27,2020-10-03,65-69,לא ידוע,<15,<15,0.0
2020-09-27,2020-10-03,65-69,נקבה,5336,475.0,<15
2020-09-27,2020-10-03,70-74,זכר,3446,437.0,22.0
2020-09-27,2020-10-03,70-74,נקבה,4420,337.0,<15
2020-09-27,2020-10-03,75-79,זכר,2035,240.0,25.0
2020-09-27,2020-10-03,75-79,לא ידוע,<15,0.0,0.0
2020-09-27,2020-10-03,75-79,נקבה,2835,239.0,<15
2020-09-27,2020-10-03,80+,זכר,4862,363.0,72.0
2020-09-27,2020-10-03,80+,לא ידוע,<15,0.0,0.0
2020-09-27,2020-10-03,80+,נקבה,10532,433.0,59.0
2020-09-27,2020-10-03,NULL,זכר,1255,94.0,0.0
2020-09-27,2020-10-03,NULL,לא ידוע,208,15.0,0.0
2020-09-27,2020-10-03,NULL,נקבה,1204,84.0,0.0
2020-10-04,2020-10-10,0-19,זכר,30688,4328.0,0.0
2020-10-04,2020-10-10,0-19,לא ידוע,95,25.0,0.0
2020-10-04,2020-10-10,0-19,נקבה,30405,4206.0,0.0
2020-10-04,2020-10-10,20-24,זכר,9856,1303.0,0.0
2020-10-04,2020-10-10,20-24,לא ידוע,<15,0.0,0.0
2020-10-04,2020-10-10,20-24,נקבה,11599,1306.0,<15
2020-10-04,2020-10-10,25-29,זכר,9268,1065.0,0.0
2020-10-04,2020-10-10,25-29,לא ידוע,<15,<15,0.0
2020-10-04,2020-10-10,25-29,נקבה,11533,965.0,0.0
2020-10-04,2020-10-10,30-34,זכר,8292,869.0,0.0
2020-10-04,2020-10-10,30-34,לא ידוע,20,<15,0.0
2020-10-04,2020-10-10,30-34,נקבה,10947,808.0,<15
2020-10-04,2020-10-10,35-39,זכר,7398,772.0,<15
2020-10-04,2020-10-10,35-39,לא ידוע,<15,0.0,0.0
2020-10-04,2020-10-10,35-39,נקבה,10062,773.0,0.0
2020-10-04,2020-10-10,40-44,זכר,6735,721.0,0.0
2020-10-04,2020-10-10,40-44,לא ידוע,<15,<15,0.0
2020-10-04,2020-10-10,40-44,נקבה,9982,753.0,0.0
2020-10-04,2020-10-10,45-49,זכר,6319,669.0,0.0
2020-10-04,2020-10-10,45-49,לא ידוע,<15,0.0,0.0
2020-10-04,2020-10-10,45-49,נקבה,10091,717.0,<15
2020-10-04,2020-10-10,50-54,זכר,5597,563.0,<15
2020-10-04,2020-10-10,50-54,לא ידוע,<15,0.0,0.0
2020-10-04,2020-10-10,50-54,נקבה,9450,588.0,0.0
2020-10-04,2020-10-10,55-59,זכר,5175,548.0,<15
2020-10-04,2020-10-10,55-59,לא ידוע,<15,0.0,0.0
2020-10-04,2020-10-10,55-59,נקבה,8939,548.0,<15
2020-10-04,2020-10-10,60-64,זכר,4916,521.0,15.0
2020-10-04,2020-10-10,60-64,נקבה,7397,441.0,<15
2020-10-04,2020-10-10,65-69,זכר,4453,445.0,<15
2020-10-04,2020-10-10,65-69,לא ידוע,<15,<15,0.0
2020-10-04,2020-10-10,65-69,נקבה,5823,367.0,<15
2020-10-04,2020-10-10,70-74,זכר,3589,331.0,21.0
2020-10-04,2020-10-10,70-74,לא ידוע,<15,<15,0.0
2020-10-04,2020-10-10,70-74,נקבה,5023,307.0,<15
2020-10-04,2020-10-10,75-79,זכר,2332,199.0,17.0
2020-10-04,2020-10-10,75-79,נקבה,3155,183.0,19.0
2020-10-04,2020-10-10,80+,זכר,5491,297.0,73.0
2020-10-04,2020-10-10,80+,לא ידוע,<15,0.0,0.0
2020-10-04,2020-10-10,80+,נקבה,12169,393.0,65.0
2020-10-04,2020-10-10,NULL,זכר,1171,86.0,0.0
2020-10-04,2020-10-10,NULL,לא ידוע,192,20.0,0.0
2020-10-04,2020-10-10,NULL,נקבה,1253,74.0,0.0
2020-10-11,2020-10-17,0-19,זכר,22953,2117.0,0.0
2020-10-11,2020-10-17,0-19,לא ידוע,63,<15,0.0
2020-10-11,2020-10-17,0-19,נקבה,22263,2226.0,<15
2020-10-11,2020-10-17,20-24,זכר,7753,670.0,0.0
2020-10-11,2020-10-17,20-24,לא ידוע,<15,0.0,0.0
2020-10-11,2020-10-17,20-24,נקבה,9681,700.0,0.0
2020-10-11,2020-10-17,25-29,זכר,7499,500.0,0.0
2020-10-11,2020-10-17,25-29,לא ידוע,<15,<15,0.0
2020-10-11,2020-10-17,25-29,נקבה,10271,566.0,0.0
2020-10-11,2020-10-17,30-34,זכר,6960,398.0,0.0
2020-10-11,2020-10-17,30-34,לא ידוע,16,0.0,0.0
2020-10-11,2020-10-17,30-34,נקבה,10342,443.0,0.0
2020-10-11,2020-10-17,35-39,זכר,6214,362.0,0.0
2020-10-11,2020-10-17,35-39,לא ידוע,<15,0.0,0.0
2020-10-11,2020-10-17,35-39,נקבה,9943,412.0,0.0
2020-10-11,2020-10-17,40-44,זכר,5862,341.0,0.0
2020-10-11,2020-10-17,40-44,לא ידוע,<15,<15,0.0
2020-10-11,2020-10-17,40-44,נקבה,9992,401.0,0.0
2020-10-11,2020-10-17,45-49,זכר,5659,310.0,<15
2020-10-11,2020-10-17,45-49,לא ידוע,<15,0.0,0.0
2020-10-11,2020-10-17,45-49,נקבה,10279,352.0,0.0
2020-10-11,2020-10-17,50-54,זכר,5011,272.0,<15
2020-10-11,2020-10-17,50-54,לא ידוע,<15,<15,0.0
2020-10-11,2020-10-17,50-54,נקבה,9682,335.0,<15
2020-10-11,2020-10-17,55-59,זכר,4618,262.0,<15
2020-10-11,2020-10-17,55-59,לא ידוע,<15,0.0,0.0
2020-10-11,2020-10-17,55-59,נקבה,9491,290.0,<15
2020-10-11,2020-10-17,60-64,זכר,4578,215.0,<15
2020-10-11,2020-10-17,60-64,לא ידוע,<15,0.0,0.0
2020-10-11,2020-10-17,60-64,נקבה,7654,220.0,<15
2020-10-11,2020-10-17,65-69,זכר,4063,204.0,20.0
2020-10-11,2020-10-17,65-69,לא ידוע,<15,<15,0.0
2020-10-11,2020-10-17,65-69,נקבה,5915,167.0,<15
2020-10-11,2020-10-17,70-74,זכר,3629,152.0,28.0
2020-10-11,2020-10-17,70-74,לא ידוע,<15,<15,0.0
2020-10-11,2020-10-17,70-74,נקבה,4761,127.0,<15
2020-10-11,2020-10-17,75-79,זכר,2138,103.0,19.0
2020-10-11,2020-10-17,75-79,לא ידוע,<15,0.0,0.0
2020-10-11,2020-10-17,75-79,נקבה,2942,107.0,<15
2020-10-11,2020-10-17,80+,זכר,4752,149.0,78.0
2020-10-11,2020-10-17,80+,לא ידוע,<15,0.0,0.0
2020-10-11,2020-10-17,80+,נקבה,10429,260.0,50.0
2020-10-11,2020-10-17,NULL,זכר,1125,50.0,<15
2020-10-11,2020-10-17,NULL,לא ידוע,220,17.0,0.0
2020-10-11,2020-10-17,NULL,נקבה,1158,63.0,0.0
2020-10-18,2020-10-24,0-19,זכר,28372,1175.0,0.0
2020-10-18,2020-10-24,0-19,לא ידוע,38,<15,0.0
2020-10-18,2020-10-24,0-19,נקבה,17285,1116.0,0.0
2020-10-18,2020-10-24,20-24,זכר,9433,351.0,0.0
2020-10-18,2020-10-24,20-24,לא ידוע,<15,0.0,0.0
2020-10-18,2020-10-24,20-24,נקבה,8589,356.0,0.0
2020-10-18,2020-10-24,25-29,זכר,6766,248.0,0.0
2020-10-18,2020-10-24,25-29,לא ידוע,<15,0.0,0.0
2020-10-18,2020-10-24,25-29,נקבה,9728,285.0,0.0
2020-10-18,2020-10-24,30-34,זכר,6559,241.0,0.0
2020-10-18,2020-10-24,30-34,לא ידוע,<15,0.0,0.0
2020-10-18,2020-10-24,30-34,נקבה,9982,251.0,0.0
2020-10-18,2020-10-24,35-39,זכר,6025,206.0,0.0
2020-10-18,2020-10-24,35-39,לא ידוע,21,<15,0.0
2020-10-18,2020-10-24,35-39,נקבה,9696,225.0,<15
2020-10-18,2020-10-24,40-44,זכר,5424,186.0,0.0
2020-10-18,2020-10-24,40-44,לא ידוע,15,<15,0.0
2020-10-18,2020-10-24,40-44,נקבה,9568,216.0,0.0
2020-10-18,2020-10-24,45-49,זכר,5245,204.0,<15
2020-10-18,2020-10-24,45-49,לא ידוע,<15,0.0,0.0
2020-10-18,2020-10-24,45-49,נקבה,10209,215.0,0.0
2020-10-18,2020-10-24,50-54,זכר,4540,148.0,<15
2020-10-18,2020-10-24,50-54,לא ידוע,<15,0.0,0.0
2020-10-18,2020-10-24,50-54,נקבה,9390,192.0,<15
2020-10-18,2020-10-24,55-59,זכר,4201,141.0,<15
2020-10-18,2020-10-24,55-59,לא ידוע,<15,0.0,0.0
2020-10-18,2020-10-24,55-59,נקבה,9125,149.0,<15
2020-10-18,2020-10-24,60-64,זכר,4186,123.0,<15
2020-10-18,2020-10-24,60-64,לא ידוע,<15,0.0,0.0
2020-10-18,2020-10-24,60-64,נקבה,7518,129.0,<15
2020-10-18,2020-10-24,65-69,זכר,3722,113.0,<15
2020-10-18,2020-10-24,65-69,לא ידוע,<15,0.0,0.0
2020-10-18,2020-10-24,65-69,נקבה,5694,100.0,<15
2020-10-18,2020-10-24,70-74,זכר,3227,73.0,20.0
2020-10-18,2020-10-24,70-74,לא ידוע,<15,<15,0.0
2020-10-18,2020-10-24,70-74,נקבה,4364,82.0,<15
2020-10-18,2020-10-24,75-79,זכר,1931,46.0,15.0
2020-10-18,2020-10-24,75-79,לא ידוע,<15,0.0,0.0
2020-10-18,2020-10-24,75-79,נקבה,2490,50.0,<15
2020-10-18,2020-10-24,80+,זכר,3595,91.0,62.0
2020-10-18,2020-10-24,80+,לא ידוע,<15,0.0,0.0
2020-10-18,2020-10-24,80+,נקבה,7476,143.0,43.0
2020-10-18,2020-10-24,NULL,זכר,1360,35.0,0.0
2020-10-18,2020-10-24,NULL,לא ידוע,220,<15,0.0
2020-10-18,2020-10-24,NULL,נקבה,1278,30.0,0.0
2020-10-25,2020-10-31,0-19,זכר,23461,727.0,0.0
2020-10-25,2020-10-31,0-19,לא ידוע,52,<15,0.0
2020-10-25,2020-10-31,0-19,נקבה,17189,643.0,0.0
2020-10-25,2020-10-31,20-24,זכר,8286,211.0,0.0
2020-10-25,2020-10-31,20-24,לא ידוע,<15,<15,0.0
2020-10-25,2020-10-31,20-24,נקבה,7966,278.0,0.0
2020-10-25,2020-10-31,25-29,זכר,6584,179.0,0.0
2020-10-25,2020-10-31,25-29,לא ידוע,<15,0.0,0.0
2020-10-25,2020-10-31,25-29,נקבה,9806,231.0,0.0
2020-10-25,2020-10-31,30-34,זכר,6758,140.0,<15
2020-10-25,2020-10-31,30-34,לא ידוע,17,0.0,0.0
2020-10-25,2020-10-31,30-34,נקבה,10549,163.0,0.0
2020-10-25,2020-10-31,35-39,זכר,6223,127.0,<15
